"mean.relief","sd.relief","Sample","fov.Limited","fov.Open","rock","macroalgae","hard.corals","sand","reef"
2.2680412371134,0.653762570266749,"NIR2.3",0,100,0.329896907216495,0,0.670103092783505,0,1
2.40449438202247,0.61642482995967,"NIR2.4",0,99.5,0.449438202247191,0,0.550561797752809,0,1
2.20652173913043,0.638302065635656,"NIR2.5",0,100,0.521739130434783,0,0.478260869565217,0,1
2.14444444444444,0.610049014628897,"NIR2.6",0,100,0.377777777777778,0,0.622222222222222,0,1
2.296875,1.01453511327257,"NOL1S.1",0,100,0.5234375,0.0078125,0.3359375,0.1328125,0.8671875
1.55371900826446,1.30352351483163,"NOL1S.2",0,100,0.264462809917355,0,0.347107438016529,0.388429752066116,0.611570247933884
2.20183486238532,1.03440640084383,"NOL1S.3",2,98,0.513761467889908,0.00917431192660551,0.321100917431193,0.155963302752294,0.844036697247706
2.31896551724138,1.00086169770405,"NOL1S.4",4,96,0.508620689655172,0.00862068965517241,0.370689655172414,0.112068965517241,0.887931034482759
2.32203389830508,0.885605263422574,"NOL1S.5",1,99,0.466101694915254,0.00847457627118644,0.432203389830508,0.0932203389830508,0.906779661016949
2.43650793650794,0.907709484326625,"NOL1S.6",2.5,97.5,0.53968253968254,0.0158730158730159,0.357142857142857,0.0873015873015873,0.912698412698413
2.18181818181818,0.929819341281493,"NOL2S.1",1.5,98.5,0.676767676767677,0.0707070707070707,0.0606060606060606,0.191919191919192,0.808080808080808
2.13913043478261,1.05037133385193,"NOL2S.2",4.5,95.5,0.539130434782609,0.121739130434783,0.182608695652174,0.156521739130435,0.843478260869565
1.88392857142857,1.10482590625867,"NOL2S.3",0,100,0.508928571428571,0,0.267857142857143,0.223214285714286,0.776785714285714
1.66917293233083,1.3524489824651,"NOL2S.4",0,100,0.496240601503759,0.0526315789473684,0.0827067669172932,0.368421052631579,0.631578947368421
2.2962962962963,0.84565143013807,"NOL2S.5",1,99,0.574074074074074,0.0925925925925926,0.203703703703704,0.12962962962963,0.87037037037037
2.184,1.03475102194651,"NOL2S.6",4,96,0.576,0.152,0.128,0.144,0.856
2.13333333333333,0.844649534316391,"NOL3S.1",0,100,0.659259259259259,0.125925925925926,0.103703703703704,0.111111111111111,0.888888888888889
2.34210526315789,0.807365949512506,"NOL3S.2",4,96,0.473684210526316,0.219298245614035,0.236842105263158,0.0701754385964912,0.929824561403509
1.54700854700855,1.37399321445726,"NOL3S.3",1.5,98.5,0.282051282051282,0.0170940170940171,0.282051282051282,0.418803418803419,0.581196581196581
1.656,1.33261808772879,"NOL3S.4",0,100,0.328,0,0.304,0.368,0.632
1.55454545454545,1.37864688107056,"NOL3S.5",4,96,0.390909090909091,0,0.2,0.409090909090909,0.590909090909091
1.54098360655738,1.34930371381899,"NOL3S.6",2,97.5,0.311475409836066,0.0163934426229508,0.262295081967213,0.409836065573771,0.590163934426229
1.60185185185185,1.00410200560505,"NOL4S.1",3,97,0.425925925925926,0.0740740740740741,0,0.5,0.5
2.30630630630631,0.806708157128742,"NOL4S.2",0.5,99.5,0.522522522522523,0.351351351351351,0.0540540540540541,0.0720720720720721,0.927927927927928
1.94117647058824,0.920864094978778,"NOL4S.3",4.5,95.5,0.5,0.00980392156862745,0.343137254901961,0.147058823529412,0.852941176470588
1.97520661157025,0.952739995288635,"NOL4S.4",4.5,95.5,0.504132231404959,0.0743801652892562,0.272727272727273,0.148760330578512,0.851239669421488
2.09009009009009,0.899995449983949,"NOL4S.5",6,94,0.576576576576577,0.0990990990990991,0.198198198198198,0.126126126126126,0.873873873873874
2.04587155963303,0.916770914283524,"NOL4S.6",5,95,0.660550458715596,0.128440366972477,0.0917431192660551,0.119266055045872,0.880733944954128
2.13675213675214,0.57093364108007,"NOR2S.1",0,100,0.769230769230769,0.0256410256410256,0.205128205128205,0,1
2,0.589767824619589,"NOR2S.2",0,100,0.672413793103448,0.0689655172413793,0.258620689655172,0,1
1.824,0.635812916286017,"NOR2S.3",0,100,0.28,0.36,0.36,0,1
1.725,0.647717388315345,"NOR2S.4",0,100,0.333333333333333,0.341666666666667,0.325,0,1
1.92105263157895,0.754276736639472,"NOR2S.5",0,100,0.219298245614035,0.184210526315789,0.596491228070175,0,1
