"CampaignID","OpCode","Depth","Location","Status","Site","Observer","Region","Reef.Lagoon","Period","Family","Genus_species","Length","Number","Range","Incoming","final.mad","School","Sample","diet","CommLoc","CommReg","TargetLoc","Commercial","Ciguatera","Resilience","Max_length"
"2016-07_Moorea.MPA.behaviour_stereoDOVs","TeOR1N",8,"Tetaiuo","Fished","TeOR1N","Ellen D'Cruz","Northwest","Reef",1,"Acanthuridae","Acanthurus guttatus",NA,0,NA,NA,NA,NA,"TeOR1N.1","HD",
