"OpCode","Time","Period","PeriodTime","Length","Range","Family","Genus_species","Genus","Species","Number","Comment","Mad","Incoming","School"
"TiOR1W",14.18808,1,0.24719,1132.579,4664.81091,"Carcharhinidae","Carcharhinus melanopterus","Carcharhinus","melanopterus",1,"",NA,"",""
