3D Point and Length Measurements

Generated: Tuesday, February 12, 2019 13:05:57

Filename	Frame	Time (mins)	Period	Period time (mins)	Length (mm)	Precision (mm)	RMS (mm)	Range (mm)	Direction (deg)	Horz. Dir. (deg)	Vert. Dir. (deg)	Mid X (mm)	Mid Y (mm)	Mid Z (mm)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment	Incoming	MAD
NOL3S_L461.avi	  62075	  17.2603	2	   0.7838		7.228	0.820	3840.081	25.350			-1619.804	-262.900	-3471.792	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies G		
NOL3S_L461.avi	  62075	  17.2603	2	   0.7838		7.621	1.921	3957.614	24.364			-1621.346	-172.318	-3606.141	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies G		
NOL3S_L461.avi	  62075	  17.2603	2	   0.7838		7.830	0.075	4007.295	25.521			-1705.430	-249.452	-3617.692	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies G		
NOL3S_L461.avi	  62075	  17.2603	2	   0.7838		7.859	1.816	4021.451	26.830			-1795.808	-244.021	-3589.930	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies G		
NOL3S_L461.avi	  62082	  17.2622	2	   0.7858	166.539	11.646	4.248	4111.625	25.232	21.357	21.051	1744.679	-167.542	-3719.339	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  62089	  17.2642	2	   0.7877	196.988	17.018	2.781	3598.174	23.256	81.952	9.101	-1367.911	-383.703	-3305.820	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies G		
NOL3S_L461.avi	  62098	  17.2667	2	   0.7902	141.340	10.144	3.465	4696.322	5.760	17.146	10.971	-315.631	350.065	-4672.609	NOL3S	Brooke											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing	School B		1.770
NOL3S_L461.avi	  62118	  17.2722	2	   0.7958	94.380	6.318	7.273	3216.098	24.063	8.832	7.215	-1287.715	-247.706	-2936.616	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies G		
NOL3S_L461.avi	  62118	  17.2722	2	   0.7958	79.538	11.042	10.705	3267.318	24.188	47.019	9.848	-1310.612	-272.935	-2980.465	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies G		
NOL3S_L461.avi	  62123	  17.2736	2	   0.7972	182.685	23.292	6.074	4002.385	9.420	81.038	7.635	591.700	-281.146	-3948.409	NOL3S	Brooke											Siganidae	Siganus	spinus	37438013	1	AD	Passing	School Multispecies H		
NOL3S_L461.avi	  62130	  17.2756	2	   0.7991	222.958	10.111	4.572	3046.951	16.671	47.608	1.766	743.680	-459.323	-2918.882	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies F		
NOL3S_L461.avi	  62139	  17.2781	2	   0.8016		8.968	2.889	4513.388	8.239			619.603	-161.205	-4467.748	NOL3S	Brooke											Siganidae	Siganus	spinus	37438013	1	AD	Passing	School Multispecies H		
NOL3S_L461.avi	  62144	  17.2794	2	   0.8030	166.188	15.850	5.973	5263.448	18.135	15.820	2.405	-1564.721	485.388	-5001.993	NOL3S	Brooke											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing	School B		
NOL3S_L461.avi	  62144	  17.2794	2	   0.8030		12.027	0.729	5239.398	9.582			870.174	-30.072	-5166.545	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies H		
NOL3S_L461.avi	  62145	  17.2797	2	   0.8033	135.209	11.651	3.572	4593.977	17.271	15.601	7.657	-1281.450	467.051	-4386.841	NOL3S	Brooke											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing	School B		
NOL3S_L461.avi	  62160	  17.2839	2	   0.8075	124.206	4.953	1.984	2586.288	18.492	24.339	1.857	819.151	43.084	-2452.758	NOL3S	Brooke											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing	School B		0.3
NOL3S_L461.avi	  62160	  17.2839	2	   0.8075	140.807	14.123	3.629	3661.790	21.241	47.188	6.943	1278.353	354.556	-3413.036	NOL3S	Brooke											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing	School B		0.424
NOL3S_L461.avi	  62192	  17.2928	2	   0.8164	115.350	2.752	1.598	2165.823	24.581	1.997	9.928	-835.217	-337.777	-1969.545	NOL3S	Brooke											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
NOL3S_L461.avi	  62299	  17.3225	2	   0.8461	132.474	7.130	3.099	2403.566	25.864	79.081	15.514	971.693	-393.949	-2162.809	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  62390	  17.3479	2	   0.8714	180.326	7.907	4.820	3463.249	25.099	14.359	4.108	-1421.662	-370.148	-3136.233	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
NOL3S_L461.avi	  62410	  17.3534	2	   0.8770	218.769	8.460	6.775	3282.972	24.750	26.922	3.074	-1289.979	-474.337	-2981.420	NOL3S	Brooke											Siganidae	Siganus	spinus	37438013	1	AD	Passing			
NOL3S_L461.avi	  62419	  17.3559	2	   0.8795		4.098	0.951	2969.112	7.108			-1.554	-351.321	-2948.253	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  62451	  17.3648	2	   0.8884	107.269	3.681	6.842	2621.005	20.734	17.523	7.740	-531.971	-760.280	-2451.255	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  62479	  17.3726	2	   0.8962	150.369	1.989	2.190	2052.003	8.052	12.653	5.388	-234.758	-165.856	-2031.772	NOL3S	Brooke											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing	School B		
NOL3S_L461.avi	  62601	  17.4065	2	   0.9301	166.199	12.283	5.275	3170.600	20.035	59.378	1.215	1064.279	217.235	-2978.729	NOL3S	Brooke											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing	School C		
NOL3S_L461.avi	  62601	  17.4065	2	   0.9301	149.407	11.459	11.820	3125.408	27.380	66.548	6.738	1412.560	265.815	-2775.283	NOL3S	Brooke											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing	School C		
NOL3S_L461.avi	  62819	  17.4671	2	   0.9907	117.341	8.592	3.044	3061.249	17.928	37.942	10.999	847.464	411.989	-2912.613	NOL3S	Brooke											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing	School C		
NOL3S_L461.avi	  62912	  17.4930	2	   1.0166	143.998	14.356	4.415	3773.674	27.396	47.769	9.282	1708.051	312.609	-3350.441	NOL3S	Brooke											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing	School C		
NOL3S_L461.avi	  62917	  17.4944	2	   1.0180	236.041	25.260	1.502	4339.849	8.967	65.891	7.868	-184.280	-650.857	-4286.807	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies I		
NOL3S_L461.avi	  62951	  17.5038	2	   1.0274		23.558	0.048	7206.643	16.820			-2082.516	-70.725	-6898.828	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  62991	  17.5150	2	   1.0385		21.685	3.067	6752.915	21.476			-2392.118	-590.297	-6287.383	NOL3S	Brooke											Acanthuridae		sp9		1	AD	Passing			
NOL3S_L461.avi	  62996	  17.5164	2	   1.0399	176.681	13.982	9.987	4530.654	9.290	29.247	22.800	34.725	-730.568	-4471.229	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies I		
NOL3S_L461.avi	  62998	  17.5169	2	   1.0405		7.447	5.170	4054.172	10.878			140.090	-730.434	-3985.367	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies I		
NOL3S_L461.avi	  63038	  17.5280	2	   1.0516	169.621	13.285	5.370	3983.774	8.308	34.486	10.965	-115.614	-563.912	-3941.966	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies I		
NOL3S_L461.avi	  63038	  17.5280	2	   1.0516	196.453	19.308	13.109	4036.227	8.639	64.042	28.101	-244.625	-554.746	-3990.431	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies I		
NOL3S_L461.avi	  63046	  17.5303	2	   1.0538		14.552	0.377	5559.543	17.356			-1574.333	-492.432	-5309.191	NOL3S	Brooke											Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
NOL3S_L461.avi	  63047	  17.5305	2	   1.0541		28.486	10.506	7929.566	15.670			-2086.931	-439.787	-7637.364	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies J		
NOL3S_L461.avi	  63047	  17.5305	2	   1.0541		24.442	0.465	7297.000	16.723			-2040.185	-457.996	-6991.001	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies J		
NOL3S_L461.avi	  63047	  17.5305	2	   1.0541		23.190	2.385	7083.866	17.555			-2080.152	-451.425	-6756.503	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies J		
NOL3S_L461.avi	  63128	  17.5531	2	   1.0766		12.404	4.503	5111.161	20.420			-1759.569	-263.727	-4791.485	NOL3S	Brooke											Labridae	Gomphosus	varius	37384106	1	AD	Passing	School Multispecies I		
NOL3S_L461.avi	  63133	  17.5544	2	   1.0780		12.071	0.192	5010.248	28.624			-2349.541	-466.390	-4400.537	NOL3S	Brooke											Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
NOL3S_L461.avi	  63184	  17.5686	2	   1.0922	136.769	17.308	3.712	4957.770	26.563	17.400	5.666	-2199.059	-281.647	-4434.445	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
NOL3S_L461.avi	  63191	  17.5706	2	   1.0941	118.809	2.186	3.376	2470.372	12.759	9.035	7.733	-213.410	-502.131	-2409.369	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  63214	  17.5770	2	   1.1005		6.709	1.993	3730.080	17.915			1120.354	-228.401	-3550.512	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
NOL3S_L461.avi	  63293	  17.5989	2	   1.1225	142.008	1.629	3.665	2011.424	14.208	4.282	11.366	349.917	-348.252	-1949.898	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  63558	  17.6726	2	   1.1962	138.440	4.912	4.646	2933.935	24.346	0.155	1.826	-1131.993	-425.952	-2673.038	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  63676	  17.7054	2	   1.2290	103.119	2.447	2.575	2271.571	20.483	11.953	29.957	-465.649	-644.214	-2127.956	NOL3S	Brooke											Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
NOL3S_L461.avi	  63676	  17.7054	2	   1.2290	92.510	6.113	3.687	2673.022	15.908	43.581	35.682	-443.808	-582.963	-2570.649	NOL3S	Brooke											Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
NOL3S_L461.avi	  63676	  17.7054	2	   1.2290	70.428	4.879	1.998	2748.865	28.010	13.670	8.648	-1146.323	-593.706	-2426.873	NOL3S	Brooke											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
NOL3S_L461.avi	  64107	  17.8253	2	   1.3488		15.166	0.490	6012.384	5.326			-457.038	352.856	-5984.595	NOL3S	Brooke											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing	School E		
NOL3S_L461.avi	  64107	  17.8253	2	   1.3488		13.988	5.012	5845.680	2.719			-88.558	294.644	-5837.578	NOL3S	Brooke											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing	School E		
NOL3S_L461.avi	  64157	  17.8392	2	   1.3627	202.567	4.901	5.072	3467.414	5.527	14.214	5.442	44.019	-331.028	-3451.295	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64219	  17.8564	2	   1.3800		7.332	2.031	4023.144	9.286			-452.207	-444.158	-3972.898	NOL3S	Brooke											Mullidae	Parupeneus	cyclostomus	37355025	1	AD	Passing			
NOL3S_L461.avi	  64225	  17.8581	2	   1.3817	148.768	5.401	3.460	3036.289	11.305	22.211	6.930	-109.107	-585.101	-2977.382	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64288	  17.8756	2	   1.3992	149.309	4.182	2.932	2462.084	20.387	22.472	18.300	826.772	-228.261	-2307.856	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  64348	  17.8923	2	   1.4159		4.433	3.093	3037.507	11.944			363.246	-496.865	-2974.496	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64348	  17.8923	2	   1.4159		5.254	0.587	3316.452	12.543			544.690	-453.600	-3239.817	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64348	  17.8923	2	   1.4159		4.656	1.999	3131.767	11.068			329.185	-486.339	-3076.211	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64348	  17.8923	2	   1.4159		5.016	0.420	3271.140	10.217			350.487	-444.816	-3221.747	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64348	  17.8923	2	   1.4159		5.106	0.870	3305.503	9.963			366.183	-421.528	-3258.002	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64348	  17.8923	2	   1.4159		5.946	1.777	3505.796	15.267			806.636	-430.426	-3384.476	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64348	  17.8923	2	   1.4159		5.617	2.618	3489.037	9.390			388.283	-397.486	-3444.506	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64348	  17.8923	2	   1.4159		5.344	6.645	3407.408	8.685			357.653	-351.506	-3370.305	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64348	  17.8923	2	   1.4159		5.607	1.155	3489.389	9.133			420.203	-342.005	-3447.071	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64348	  17.8923	2	   1.4159		5.577	2.067	3471.044	9.644			431.084	-371.630	-3424.063	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64387	  17.9031	2	   1.4267	167.861	13.776	3.923	3445.992	6.824	50.860	8.124	287.615	-291.445	-3421.578	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64410	  17.9095	2	   1.4331		19.716	4.434	6381.570	21.480			2148.078	-887.456	-5943.283	NOL3S	Brooke											Mullidae	Parupeneus	multifasciatus	37355026	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64420	  17.9123	2	   1.4359		5.842	1.944	3485.254	14.121			688.243	-480.905	-3382.609	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64504	  17.9357	2	   1.4592	150.450	2.808	1.848	2321.781	14.963	13.351	3.499	517.987	-301.729	-2243.060	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies K		
NOL3S_L461.avi	  64584	  17.9579	2	   1.4815	181.211	4.162	2.898	2883.651	20.338	11.776	3.551	763.580	-649.200	-2703.873	NOL3S	Brooke											Labridae	Cheilinus	trilobatus	37384044	1	AD	Passing			
NOL3S_L461.avi	  64662	  17.9796	2	   1.5032		11.028	0.534	4833.694	18.207			1478.462	-283.367	-4593.305	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  64692	  17.9879	2	   1.5115		8.753	2.031	4251.302	19.924			1387.459	-395.135	-3999.049	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOL3S_L461.avi	  64692	  17.9879	2	   1.5115		9.619	6.684	4478.711	19.655			1463.977	-332.242	-4219.626	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOL3S_L461.avi	  64695	  17.9888	2	   1.5123		16.639	3.039	5958.337	19.930			2001.435	-315.094	-5603.281	NOL3S	Brooke											Acanthuridae	Zebrasoma	scopas	37437036	1	AD	Passing			
NOL3S_L461.avi	  64758	  18.0063	2	   1.5299		27.213	2.442	7622.261	21.400			2727.029	-507.571	-7099.616	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  65024	  18.0802	2	   1.6038		15.438	6.388	5899.323	11.826			1179.971	-232.122	-5775.448	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  67018	  18.6347	3	   0.0256	95.306	5.541	6.242	3251.365	24.854	0.371	2.733	1170.145	-705.852	-2950.238	NOL3S	Brooke											Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
NOL3S_L461.avi	  67018	  18.6347	3	   0.0256	63.894	8.388	2.424	3347.956	25.592	27.487	2.889	1190.487	-821.093	-3019.496	NOL3S	Brooke											Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
NOL3S_L461.avi	  67200	  18.6853	3	   0.0762	191.079	8.987	4.073	3806.042	3.810	23.567	5.195	-129.815	-217.048	-3797.630	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
NOL3S_L461.avi	  67387	  18.7373	3	   0.1282	104.857	3.733	2.516	4060.939	29.115	45.271	79.504	-1973.210	102.886	-3547.828	NOL3S	Brooke											Chaetodontidae	Chaetodon	lunulatus	37365059	1	AD	Passing			
NOL3S_L461.avi	  67389	  18.7378	3	   0.1287	138.248	0.783	1.077	1041.932	16.841	13.280	1.533	-185.529	-238.129	-997.244	NOL3S	Brooke											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
NOL3S_L461.avi	  67488	  18.7654	3	   0.1563	127.669	1.384	2.127	1884.345	11.018	7.922	8.886	-46.542	-357.122	-1849.609	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			0.3
NOL3S_L461.avi	  67568	  18.7876	3	   0.1785	162.738	6.957	4.240	2872.234	28.747	32.378	7.108	1307.687	-445.097	-2518.247	NOL3S	Brooke											Labridae	Halichoeres	hortulanus	37384112	1	AD	Passing			
NOL3S_L461.avi	  67663	  18.8140	3	   0.2049	129.759	6.016	3.569	2321.299	20.177	52.604	11.133	592.697	-538.307	-2178.845	NOL3S	Brooke											Mullidae	Parupeneus	multifasciatus	37355026	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  67684	  18.8199	3	   0.2108	132.648	4.499	2.692	2292.919	24.545	33.243	12.226	882.611	-358.164	-2085.712	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  67695	  18.8229	3	   0.2138	116.594	3.382	2.540	2314.591	27.756	11.058	8.551	955.632	-498.680	-2048.272	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  67745	  18.8368	3	   0.2277	91.279	7.556	2.658	2553.154	29.560	82.825	15.993	1176.796	-449.045	-2220.835	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  67753	  18.8391	3	   0.2300	63.206	6.807	3.302	2810.182	30.132	73.097	43.591	1330.594	-468.579	-2430.447	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  67753	  18.8391	3	   0.2300	68.270	5.113	6.472	2676.988	29.369	55.033	50.467	1234.520	-446.748	-2332.947	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  67759	  18.8407	3	   0.2316		17.409	7.187	6177.916	16.489			1748.443	-100.240	-5924.487	NOL3S	Brooke											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
NOL3S_L461.avi	  67854	  18.8671	3	   0.2580	133.478	7.177	2.287	2432.604	17.067	55.662	2.499	677.116	-226.355	-2325.476	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  67880	  18.8744	3	   0.2653	136.548	6.978	3.759	2723.130	23.728	38.693	3.976	1035.318	-358.904	-2492.938	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  68082	  18.9305	3	   0.3214	115.257	8.588	6.541	2985.229	30.941	48.199	2.766	1354.726	-721.443	-2560.435	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  68162	  18.9528	3	   0.3437	117.999	6.914	3.327	2611.187	21.871	44.975	8.537	831.618	-504.591	-2423.241	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  68162	  18.9528	3	   0.3437	122.343	5.921	3.839	2684.248	18.242	32.360	9.272	662.463	-516.897	-2549.343	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  68172	  18.9556	3	   0.3465	101.922	2.973	2.674	2612.822	18.395	7.919	4.200	602.431	-562.976	-2479.309	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  68172	  18.9556	3	   0.3465	90.545	3.290	2.917	2579.084	19.665	12.270	5.724	626.724	-600.425	-2428.658	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  68172	  18.9556	3	   0.3465	116.891	4.956	2.666	2502.383	20.388	30.353	3.695	661.768	-567.479	-2345.624	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  68172	  18.9556	3	   0.3465	93.822	5.280	3.805	2589.229	20.805	29.678	6.936	757.508	-521.468	-2420.405	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  68172	  18.9556	3	   0.3465	91.591	5.851	6.465	2679.377	17.289	31.963	6.968	598.798	-524.893	-2558.318	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  68172	  18.9556	3	   0.3465	92.149	7.242	4.445	2746.262	16.187	43.244	19.898	526.684	-555.658	-2637.385	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  68172	  18.9556	3	   0.3465	138.927	9.411	1.178	2747.168	19.213	61.496	2.427	751.947	-501.873	-2594.153	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies A		
NOL3S_L461.avi	  68482	  19.0418	3	   0.4327		4.135	2.722	2885.633	28.602			1367.709	207.958	-2532.390	NOL3S	Brooke											Balistidae	Melichthys	vidua	37465058	1	AD	Passing			
NOL3S_L461.avi	  69198	  19.2408	3	   0.6317		11.852	0.929	5075.770	14.197			1224.159	252.885	-4919.444	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  69376	  19.2903	3	   0.6812	292.432	36.419	12.455	6219.059	19.710	39.873	12.613	-2089.267	-184.388	-5854.712	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  69619	  19.3579	3	   0.7488	225.492	27.570	5.642	4912.331	21.582	59.179	16.693	1652.852	-730.127	-4567.930	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
NOL3S_L461.avi	  69619	  19.3579	3	   0.7488		11.280	25.822	4903.237	30.941			2491.684	-360.551	-4207.522	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  69668	  19.3715	3	   0.7624	207.716	24.308	6.732	5465.490	15.570	31.921	2.619	-1285.799	-706.238	-5264.934	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies D		
NOL3S_L461.avi	  69668	  19.3715	3	   0.7624	180.265	21.374	11.751	6433.521	15.731	15.197	1.893	-1580.545	-737.681	-6192.568	NOL3S	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School Multispecies D		
NOL3S_L461.avi	  69695	  19.3790	3	   0.7699	184.920	13.321	9.605	5207.650	19.040	8.994	7.938	1584.324	-613.288	-4922.745	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies C		
NOL3S_L461.avi	  69695	  19.3790	3	   0.7699	199.476	25.428	12.851	4789.142	16.863	50.817	10.902	1293.578	-506.604	-4583.218	NOL3S	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies C		
NOL3S_L461.avi	  69721	  19.3863	3	   0.7772	262.238	35.298	7.144	6362.867	11.220	34.866	0.527	-1204.117	-287.733	-6241.265	NOL3S	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S_L461.avi	  69756	  19.3960	3	   0.7869	193.243	4.431	2.856	1906.226	19.896	57.023	4.986	-616.189	-202.845	-1792.446	NOL3S	Brooke											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing	School B		
NOL3S_L461.avi	  69756	  19.3960	3	   0.7869	185.016	8.375	3.963	2537.224	25.498	85.649	6.469	-1091.794	30.757	-2290.097	NOL3S	Brooke											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
NOL3S_L461.avi	  69756	  19.3960	3	   0.7869	154.245	9.377	1.635	2780.182	13.772	54.440	0.232	-641.634	162.349	-2700.252	NOL3S	Brooke											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing	School B		
NOL3S_L461.avi	  69785	  19.4041	3	   0.7950	213.445	20.321	4.406	5319.372	12.771	26.625	2.872	-1151.041	-240.445	-5187.775	NOL3S	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
