3D Point and Length Measurements

Generated: Monday, August 27, 2018 09:59:42

Filename	Frame	Time (mins)	Period	Period time (mins)	Length (mm)	Precision (mm)	RMS (mm)	Range (mm)	Direction (deg)	Horz. Dir. (deg)	Vert. Dir. (deg)	Mid X (mm)	Mid Y (mm)	Mid Z (mm)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment	Incoming	MAD
MaIR2_L461.avi	  44353	  12.3326	1	   0.3654	62.113	2.354	3.181	1973.270	25.122	0.263	8.277	-778.967	-308.238	-1786.615	MaIR2	Brooke											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaIR2_L461.avi	  44373	  12.3382	1	   0.3709	90.983	1.366	0.977	1173.852	18.882	36.642	2.268	283.545	-252.800	-1110.686	MaIR2	Brooke											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaIR2_L461.avi	  44385	  12.3415	1	   0.3743		24.209	6.837	7358.248	14.260			-1785.684	-271.753	-7133.113	MaIR2	Brooke											Balistidae	Melichthys	vidua	37465058	1	AD	Passing			
MaIR2_L461.avi	  44392	  12.3435	1	   0.3762		5.545	2.023	3373.327	16.087			848.835	-373.753	-3243.319	MaIR2	Brooke											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaIR2_L461.avi	  44407	  12.3476	1	   0.3804	100.801	7.705	2.328	2920.753	20.151	37.745	15.462	-920.719	-405.774	-2741.974	MaIR2	Brooke											Pomacanthidae	Centropyge	heraldi	37365027	1	AD	Passing			
MaIR2_L461.avi	  44407	  12.3476	1	   0.3804		1.148	0.718	1395.326	18.802			250.183	-366.481	-1322.889	MaIR2	Brooke											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaIR2_L461.avi	  44466	  12.3640	1	   0.3968	112.102	3.602	0.789	2439.797	24.730	8.194	11.239	-960.488	-345.299	-2216.041	MaIR2	Brooke											Pomacanthidae	Centropyge	heraldi	37365027	1	AD	Passing			
MaIR2_L461.avi	  44514	  12.3774	1	   0.4101		4.187	0.807	2895.511	19.949			-985.832	-48.747	-2722.085	MaIR2	Brooke											Acanthuridae	Ctenochaetus	binotatus	37437021	1	AD	Passing			
MaIR2_L461.avi	  44514	  12.3774	1	   0.4101		1.381	0.046	1562.254	13.194			-254.293	-241.676	-1522.355	MaIR2	Brooke											Cirrhitidae	Neocirrhites	armatus	37374007	1	AD	Passing			
MaIR2_L461.avi	  44545	  12.3860	1	   0.4188		1.284	0.193	1492.892	17.928			-389.509	-236.087	-1421.715	MaIR2	Brooke											Cirrhitidae	Neocirrhites	armatus	37374007	1	AD	Passing			
MaIR2_L461.avi	  44608	  12.4035	1	   0.4363	108.194	12.761	11.278	4818.177	23.214	0.393	15.962	-1898.999	-22.899	-4428.104	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  44629	  12.4094	1	   0.4421		10.190	0.079	4635.166	28.214			-2191.206	45.145	-4084.280	MaIR2	Brooke											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MaIR2_L461.avi	  44879	  12.4789	1	   0.5116		0.966	1.172	1257.078	15.012			-268.350	-177.802	-1215.162	MaIR2	Brooke											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaIR2_L461.avi	  44992	  12.5103	1	   0.5430	65.052	4.652	2.249	2230.524	24.936	40.297	17.184	939.626	-38.261	-2022.591	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  45030	  12.5209	1	   0.5536		1.134	0.552	1386.544	12.474			47.690	-288.285	-1355.404	MaIR2	Brooke											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaIR2_L461.avi	  45062	  12.5298	1	   0.5625	200.497	17.278	5.832	5216.572	28.207	4.967	15.657	2463.683	98.734	-4597.079	MaIR2	Brooke											Acanthuridae	Acanthurus	olivaceus	37437016	1	AD	Passing			
MaIR2_L461.avi	  45066	  12.5309	1	   0.5636		1.596	2.558	1692.306	20.204			-521.924	-254.348	-1589.592	MaIR2	Brooke											Acanthuridae	Ctenochaetus	binotatus	37437021	1	AD	Passing			
MaIR2_L461.avi	  45073	  12.5328	1	   0.5656	217.172	11.622	3.788	3985.488	5.615	28.528	8.512	-370.872	120.410	-3966.367	MaIR2	Brooke											Balistidae	Melichthys	niger	37465081	1	AD	Passing			
MaIR2_L461.avi	  45079	  12.5345	1	   0.5672		1.226	0.093	1451.602	16.750			197.902	-360.983	-1392.003	MaIR2	Brooke											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaIR2_L461.avi	  45280	  12.5904	1	   0.6231	145.433	9.190	2.990	3512.913	27.213	23.721	17.070	1606.246	-24.984	-3124.085	MaIR2	Brooke											Acanthuridae	Acanthurus	olivaceus	37437016	1	AD	Passing		Yes	
MaIR2_L461.avi	  45280	  12.5904	1	   0.6231		4.932	0.959	3188.401	29.635			1570.324	-125.284	-2772.055	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  45292	  12.5937	1	   0.6265	175.167	4.161	1.300	2625.770	7.550	20.929	6.684	338.058	-68.987	-2603.003	MaIR2	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaIR2_L461.avi	  45292	  12.5937	1	   0.6265	193.078	5.258	1.769	2845.844	7.633	23.513	4.896	336.534	-172.108	-2820.629	MaIR2	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaIR2_L461.avi	  45337	  12.6062	1	   0.6390		15.948	1.080	5859.832	18.681			1874.259	130.505	-5550.473	MaIR2	Brooke											Labridae	Cheilinus	trilobatus	37384044	1	AD	Passing			
MaIR2_L461.avi	  45406	  12.6254	1	   0.6582		1.649	1.344	1723.845	20.229			497.026	-320.171	-1619.289	MaIR2	Brooke											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaIR2_L461.avi	  45480	  12.6460	1	   0.6787	86.305	10.626	2.118	4090.154	24.496	16.192	20.723	1688.515	-157.819	-3722.012	MaIR2	Brooke											Balistidae	Sufflamen	bursa	37465078	1	AD	Passing			
MaIR2_L461.avi	  45506	  12.6532	1	   0.6860	198.428	15.986	11.198	5361.376	22.538	6.020	12.101	-2044.654	-205.711	-4951.911	MaIR2	Brooke											Acanthuridae	Acanthurus	olivaceus	37437016	1	AD	Passing			2.851
MaIR2_L461.avi	  45545	  12.6641	1	   0.6968	196.455	5.660	0.717	2387.124	17.365	40.484	6.433	689.433	-179.722	-2278.320	MaIR2	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaIR2_L461.avi	  45559	  12.6679	1	   0.7007	90.556	2.380	2.505	1662.419	9.294	32.180	10.580	-46.468	-264.420	-1640.597	MaIR2	Brooke											Labridae	Halichoeres	ornatissimus	37384119	1	AD	Passing			
MaIR2_L461.avi	  45561	  12.6685	1	   0.7013	176.201	13.878	5.567	3627.064	26.227	50.770	9.522	1599.165	-109.283	-3253.663	MaIR2	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaIR2_L461.avi	  45567	  12.6702	1	   0.7029	135.865	1.650	3.172	1635.835	17.920	14.852	8.262	-425.927	-268.184	-1556.476	MaIR2	Brooke											Chaetodontidae	Chaetodon	lunula	37365042	1	AD	Passing			
MaIR2_L461.avi	  45571	  12.6713	1	   0.7040		1.256	0.471	1476.819	23.779			428.652	-405.944	-1353.684	MaIR2	Brooke											Labridae	Halichoeres	ornatissimus	37384119	1	AD	Passing			
MaIR2_L461.avi	  45583	  12.6746	1	   0.7074	83.111	0.730	1.646	1117.787	11.795	4.357	6.026	-2.480	-228.469	-1094.187	MaIR2	Brooke											Chaetodontidae	Chaetodon	pelewensis	37365049	1	AD	Passing			
MaIR2_L461.avi	  45592	  12.6771	1	   0.7099	66.354	4.930	2.039	2201.742	26.724	47.001	9.944	965.191	-220.755	-1966.555	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  45617	  12.6841	1	   0.7168		0.824	0.314	1133.101	15.464			33.524	-294.292	-1093.703	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  45652	  12.6938	1	   0.7266	180.845	13.352	1.502	3437.170	26.600	58.180	4.535	1536.284	91.536	-3073.368	MaIR2	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaIR2_L461.avi	  45674	  12.6999	1	   0.7327	99.722	2.184	1.315	1534.890	20.114	38.328	19.387	410.784	-331.440	-1441.281	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  45676	  12.7005	1	   0.7332		4.492	1.071	2994.014	23.462			1168.849	-219.036	-2747.715	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  45677	  12.7008	1	   0.7335	160.985	14.282	0.701	3749.848	29.429	49.677	4.015	1837.889	129.701	-3265.992	MaIR2	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaIR2_L461.avi	  45688	  12.7038	1	   0.7366		1.724	0.267	1783.103	26.405			737.143	-283.583	-1598.643	MaIR2	Brooke											Cirrhitidae	Neocirrhites	armatus	37374007	1	AD	Passing			
MaIR2_L461.avi	  45809	  12.7375	1	   0.7702		2.303	2.019	2082.828	26.268			-871.663	-289.666	-1869.350	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  45830	  12.7433	1	   0.7761		11.106	0.700	4801.827	24.805			-1988.232	-300.385	-4360.532	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  45864	  12.7528	1	   0.7855	214.881	18.308	3.888	4250.615	8.210	41.979	1.017	607.012	3.158	-4207.048	MaIR2	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaIR2_L461.avi	  45886	  12.7589	1	   0.7916	205.374	9.696	1.249	3667.970	16.090	25.263	0.693	997.724	194.920	-3524.281	MaIR2	Brooke											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
MaIR2_L461.avi	  45919	  12.7680	1	   0.8008	170.603	7.257	3.767	3430.347	7.011	22.466	4.384	416.842	39.173	-3404.701	MaIR2	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaIR2_L461.avi	  45964	  12.7806	1	   0.8133	152.784	7.466	3.931	2751.495	16.798	40.188	3.089	-757.676	-241.309	-2634.088	MaIR2	Brooke											Zanclidae	Zanclus	cornutus	37437001	1	AD	Passing			1.00
MaIR2_L461.avi	  45972	  12.7828	1	   0.8155	163.696	5.650	3.290	2432.388	19.708	37.905	3.134	-800.232	-180.194	-2289.906	MaIR2	Brooke											Zanclidae	Zanclus	cornutus	37437001	1	AD	Passing			
MaIR2_L461.avi	  45990	  12.7878	1	   0.8205	142.553	12.808	1.396	3598.501	25.368	43.135	5.511	1539.185	87.968	-3251.520	MaIR2	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaIR2_L461.avi	  45995	  12.7892	1	   0.8219	190.733	5.102	4.617	2505.419	19.946	28.700	6.395	-843.398	-138.551	-2355.124	MaIR2	Brooke											Acanthuridae	Acanthurus	olivaceus	37437016	1	AD	Passing			
MaIR2_L461.avi	  46008	  12.7928	1	   0.8255	168.718	11.927	0.320	3940.408	11.424	29.739	10.969	775.704	85.816	-3862.348	MaIR2	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			0.886
MaIR2_L461.avi	  46026	  12.7978	1	   0.8306	85.376	11.783	5.601	3055.771	22.939	69.240	8.695	-1175.318	192.496	-2814.126	MaIR2	Brooke											Chaetodontidae	Chaetodon	pelewensis	37365049	1	AD	Passing			
MaIR2_L461.avi	  46033	  12.7997	1	   0.8325		1.588	0.770	1682.264	20.687			-443.841	-386.613	-1575.927	MaIR2	Brooke											Labridae	Halichoeres	ornatissimus	37384119	1	AD	Passing			
MaIR2_L461.avi	  46038	  12.8011	1	   0.8339		1.484	0.246	1620.997	17.996			-319.637	-377.122	-1543.775	MaIR2	Brooke											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MaIR2_L461.avi	  46047	  12.8036	1	   0.8364		3.897	0.088	2786.124	27.356			1256.475	-232.231	-2475.849	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  46069	  12.8098	1	   0.8425		23.570	4.829	7233.109	15.794			-1967.259	-36.690	-6960.346	MaIR2	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaIR2_L461.avi	  46090	  12.8156	1	   0.8483		12.241	2.509	5484.502	0.953			-86.198	0.057	-5483.824	MaIR2	Brooke											Balistidae	Melichthys	niger	37465081	1	AD	Passing			
MaIR2_L461.avi	  46108	  12.8206	1	   0.8534		1.356	0.265	1539.047	20.740			300.571	-446.781	-1441.773	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  46111	  12.8214	1	   0.8542		1.389	0.663	1564.868	18.152			-22.707	-478.881	-1489.620	MaIR2	Brooke											Labridae	Halichoeres	ornatissimus	37384119	1	AD	Passing			
MaIR2_L461.avi	  46112	  12.8217	1	   0.8545	134.725	5.684	1.207	2762.643	24.206	31.466	31.173	-1098.808	-275.131	-2519.746	MaIR2	Brooke											Zanclidae	Zanclus	cornutus	37437001	1	AD	Passing			
MaIR2_L461.avi	  46145	  12.8309	1	   0.8636	109.023	5.237	7.360	3845.408	13.718	5.286	13.559	-787.462	-459.875	-3735.717	MaIR2	Brooke											Chaetodontidae	Chaetodon	reticulatus	37365054	1	AD	Passing			
MaIR2_L461.avi	  46166	  12.8367	1	   0.8695	166.277	10.871	0.240	3155.909	26.423	67.078	25.404	1403.953	-32.899	-2826.233	MaIR2	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaIR2_L461.avi	  46171	  12.8381	1	   0.8709	188.689	5.344	3.300	2050.205	20.750	63.561	2.205	669.160	-282.590	-1917.214	MaIR2	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaIR2_L461.avi	  46201	  12.8465	1	   0.8792		22.643	1.504	7356.703	7.428			-950.837	58.560	-7294.763	MaIR2	Brooke											Balistidae	Melichthys	niger	37465081	1	AD	Passing			
MaIR2_L461.avi	  46201	  12.8465	1	   0.8792		25.004	2.268	7976.325	2.278			-301.763	-53.917	-7970.432	MaIR2	Brooke											Balistidae	Melichthys	niger	37465081	1	AD	Passing			
MaIR2_L461.avi	  46201	  12.8465	1	   0.8792		16.942	9.533	6513.006	1.877			-166.063	-98.490	-6510.144	MaIR2	Brooke											Balistidae	Melichthys	niger	37465081	1	AD	Passing			
MaIR2_L461.avi	  46201	  12.8465	1	   0.8792		18.649	2.563	6797.873	3.900			-209.504	-375.171	-6784.278	MaIR2	Brooke											Balistidae	Melichthys	niger	37465081	1	AD	Passing			
MaIR2_L461.avi	  46201	  12.8465	1	   0.8792		13.896	5.973	5708.449	7.365			-702.594	-173.773	-5662.381	MaIR2	Brooke											Balistidae	Melichthys	niger	37465081	1	AD	Passing			
MaIR2_L461.avi	  46201	  12.8465	1	   0.8792		32.958	6.286	9149.660	3.571			-454.044	-294.542	-9133.639	MaIR2	Brooke											Balistidae	Melichthys	niger	37465081	1	AD	Passing			
MaIR2_L461.avi	  46219	  12.8515	1	   0.8842	176.446	6.025	0.909	3519.335	14.615	12.266	13.082	884.624	-77.759	-3405.453	MaIR2	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaIR2_L461.avi	  46219	  12.8515	1	   0.8842	196.928	6.397	2.702	3150.982	16.003	20.382	2.278	856.905	-142.491	-3028.877	MaIR2	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaIR2_L461.avi	  46219	  12.8515	1	   0.8842		22.042	1.551	6911.444	19.137			-2253.851	-196.182	-6530.676	MaIR2	Brooke											Balistidae	Odonus	niger	37465061	1	AD	Passing			
MaIR2_L461.avi	  46247	  12.8592	1	   0.8920	221.143	3.625	3.309	2795.528	17.146	6.391	11.262	-757.523	-324.657	-2671.279	MaIR2	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaIR2_L461.avi	  46249	  12.8598	1	   0.8926		20.352	3.625	7099.154	4.171			-332.290	-356.683	-7082.397	MaIR2	Brooke											Balistidae	Melichthys	niger	37465081	1	AD	Passing			
MaIR2_L461.avi	  46279	  12.8681	1	   0.9009		11.510	1.709	5203.410	6.143			-320.223	-427.355	-5175.935	MaIR2	Brooke											Balistidae	Odonus	niger	37465061	1	AD	Passing			
MaIR2_L461.avi	  46300	  12.8740	1	   0.9067		21.320	12.433	6772.462	16.045			-1718.426	-706.838	-6512.575	MaIR2	Brooke											Acanthuridae	Acanthurus	pyroferus	37437017	1	AD	Passing			
MaIR2_L461.avi	  46327	  12.8815	1	   0.9142		11.026	0.717	5137.233	4.237			266.535	-242.340	-5124.587	MaIR2	Brooke											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaIR2_L461.avi	  46330	  12.8823	1	   0.9151	203.342	10.012	3.450	3649.227	10.944	29.405	13.562	-629.242	-289.927	-3582.856	MaIR2	Brooke											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaIR2_L461.avi	  46343	  12.8859	1	   0.9187	196.530	4.308	1.514	2733.038	21.071	8.760	0.498	972.353	-141.625	-2550.288	MaIR2	Brooke											Acanthuridae	Acanthurus	olivaceus	37437016	1	AD	Passing			
MaIR2_L461.avi	  46398	  12.9012	1	   0.9340		0.694	0.014	1010.785	8.711			83.008	-123.179	-999.812	MaIR2	Brooke											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MaIR2_L461.avi	  46431	  12.9104	1	   0.9432	137.715	15.685	1.691	3494.308	15.556	63.040	7.088	903.555	248.505	-3366.307	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  46441	  12.9132	1	   0.9459	75.191	3.375	1.149	2297.832	23.736	10.312	6.306	924.707	-20.953	-2103.452	MaIR2	Brooke											Chaetodontidae	Chaetodon	pelewensis	37365049	1	AD	Passing			
MaIR2_L461.avi	  46568	  12.9485	1	   0.9813		7.474	0.860	3916.684	17.445			-1043.859	-517.219	-3739.420	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  46660	  12.9741	1	   1.0068		0.722	0.212	1045.604	17.830			139.273	-282.844	-996.940	MaIR2	Brooke											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaIR2_L461.avi	  46663	  12.9749	1	   1.0077		6.381	0.557	3601.468	20.883			-1249.374	-276.916	-3366.445	MaIR2	Brooke											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaIR2_L461.avi	  46747	  12.9983	1	   1.0310	100.921	8.527	2.176	2556.481	20.328	71.315	11.688	-857.873	-229.707	-2397.266	MaIR2	Brooke											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MaIR2_L461.avi	  46757	  13.0011	1	   1.0338	105.310	15.728	2.164	4206.509	25.102	41.757	24.891	-1760.364	-292.592	-3809.229	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  46776	  13.0063	1	   1.0391	121.857	9.004	1.105	3082.986	22.605	39.902	12.487	-1154.954	-265.252	-2846.143	MaIR2	Brooke											Acanthuridae	Ctenochaetus	binotatus	37437021	1	AD	Passing			
MaIR2_L461.avi	  46785	  13.0088	1	   1.0416		5.211	0.439	3218.982	29.201			-1483.675	-499.515	-2812.657	MaIR2	Brooke											Mullidae	Parupeneus	multifasciatus	37355026	1	AD	Passing			
MaIR2_L461.avi	  46824	  13.0197	1	   1.0524	63.935	2.440	2.494	1685.314	20.745	31.402	9.695	-527.020	-280.355	-1576.050	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  46883	  13.0361	1	   1.0688	128.077	6.297	1.599	2629.225	26.584	35.621	5.724	-1174.671	-67.424	-2351.261	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  46942	  13.0525	1	   1.0853		2.972	2.416	2403.477	24.390			-987.798	-84.782	-2189.468	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  46993	  13.0667	1	   1.0994		1.108	0.029	1372.096	17.619			376.783	-167.590	-1308.662	MaIR2	Brooke											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaIR2_L461.avi	  46999	  13.0683	1	   1.1011	66.962	3.155	1.272	2185.826	19.829	18.656	12.714	-712.814	-204.153	-2056.223	MaIR2	Brooke											Labridae	Gomphosus	varius	37384106	1	AD	Passing			
MaIR2_L461.avi	  47036	  13.0786	1	   1.1114	54.845	0.868	1.516	1013.717	16.321	24.335	11.931	-83.669	-272.314	-972.865	MaIR2	Brooke											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaIR2_L461.avi	  47062	  13.0859	1	   1.1186	153.610	22.101	7.559	6771.638	17.665	7.928	3.116	-2041.386	234.562	-6452.349	MaIR2	Brooke											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
