3D Point and Length Measurements

Generated: Tuesday, February 12, 2019 13:05:27

Filename	Frame	Time (mins)	Period	Period time (mins)	Length (mm)	Precision (mm)	RMS (mm)	Range (mm)	Direction (deg)	Horz. Dir. (deg)	Vert. Dir. (deg)	Mid X (mm)	Mid Y (mm)	Mid Z (mm)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment	MAD	Incoming
TiOL4W_L461.avi	  37228	  10.3514	1	   1.0299	192.032	21.272	3.014	5109.119	25.602	29.523	9.339	-2184.766	317.486	-4607.504	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
TiOL4W_L461.avi	  37641	  10.4663	1	   1.1448	63.205	3.501	0.374	2114.718	10.601	32.021	26.003	-368.102	-125.862	-2078.628	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TiOL4W_L461.avi	  37696	  10.4816	1	   1.1600		24.748	12.737	7415.070	11.848			-1315.321	806.129	-7252.816	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
TiOL4W_L461.avi	  38041	  10.5775	1	   1.2560	148.920	9.455	2.963	5550.567	3.799	10.616	8.642	343.911	130.212	-5538.372	TiOL4W	Ellen											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
TiOL4W_L461.avi	  38346	  10.6623	1	   1.3408	72.158	2.816	0.250	1759.909	23.842	36.225	6.292	609.818	-366.293	-1609.730	TiOL4W	Ellen											Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
TiOL4W_L461.avi	  38377	  10.6709	1	   1.3494	63.363	7.353	3.683	3007.524	27.152	28.015	5.811	1345.453	-271.197	-2676.081	TiOL4W	Ellen											Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
TiOL4W_L461.avi	  38399	  10.6770	1	   1.3555	71.832	10.005	0.774	3095.233	27.855	52.278	11.076	1415.831	-294.916	-2736.589	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TiOL4W_L461.avi	  40394	  11.2318	1	   1.9102	196.564	15.172	2.478	4041.047	7.723	37.610	0.503	485.841	-242.622	-4004.392	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	multispecies school C	0.9	
TiOL4W_L461.avi	  40403	  11.2343	1	   1.9127	180.665	8.940	4.171	3408.052	10.915	30.241	14.231	609.714	-211.458	-3346.394	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	multispecies school C		
TiOL4W_L461.avi	  40406	  11.2351	1	   1.9136	155.368	9.555	0.919	2955.567	20.999	50.970	13.274	1051.040	-130.656	-2759.279	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	multispecies school C		
TiOL4W_L461.avi	  40439	  11.2443	1	   1.9228	224.559	6.376	7.547	4389.770	12.188	1.436	12.522	919.540	-115.632	-4290.822	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	multispecies school C	0.31	
TiOL4W_L461.avi	  40439	  11.2443	1	   1.9228	114.913	4.510	6.660	3681.813	10.958	4.964	11.592	679.020	-169.641	-3614.679	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school C	0.54	
TiOL4W_L461.avi	  40479	  11.2554	1	   1.9339	166.568	15.888	3.392	4302.954	5.462	35.285	13.293	408.504	-29.297	-4283.419	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	multispecies school C	0.49	
TiOL4W_L461.avi	  40663	  11.3066	1	   1.9850	230.542	27.341	3.162	4590.463	3.602	59.520	0.409	-187.294	219.293	-4581.395	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	multispecies school C	0.9	
TiOL4W_L461.avi	  40695	  11.3154	1	   1.9939	171.561	24.632	2.755	5569.330	4.415	32.282	8.893	-31.897	427.542	-5552.804	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	multispecies school C	1.62	
TiOL4W_L461.avi	  40894	  11.3708	1	   2.0493	154.503	11.658	2.872	4841.210	21.606	5.826	13.045	1629.409	723.110	-4501.050	TiOL4W	Ellen											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
TiOL4W_L461.avi	  40909	  11.3750	1	   2.0534	175.263	10.142	5.991	6094.309	5.075	9.037	0.769	412.941	346.497	-6070.422	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	multispecies school C	1.2	
TiOL4W_L461.avi	  44564	  12.3912	2	   0.0551	91.936	4.382	1.450	2544.969	11.583	23.727	3.871	458.465	-225.696	-2493.139	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TiOL4W_L461.avi	  44653	  12.4160	2	   0.0798	66.718	6.117	2.051	3247.724	22.480	10.256	9.815	-1190.719	352.477	-3000.944	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TiOL4W_L461.avi	  44699	  12.4288	2	   0.0926		32.429	11.499	9010.050	3.874			251.324	603.383	-8986.310	TiOL4W	Ellen											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
TiOL4W_L461.avi	  44731	  12.4377	2	   0.1015	54.984	5.545	2.490	2899.573	26.764	30.105	40.301	-1285.346	229.699	-2588.947	TiOL4W	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
TiOL4W_L461.avi	  44731	  12.4377	2	   0.1015		4.685	1.603	3071.932	27.054			-1388.049	-144.619	-2736.636	TiOL4W	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
TiOL4W_L461.avi	  45027	  12.5200	2	   0.1838		19.455	3.371	6815.482	6.842			803.761	151.503	-6766.226	TiOL4W	Ellen											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
TiOL4W_L461.avi	  45263	  12.5856	2	   0.2494	169.257	23.327	8.123	6700.675	22.298	1.891	5.181	-2415.022	794.800	-6199.598	TiOL4W	Ellen											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
TiOL4W_L461.avi	  45719	  12.7124	2	   0.3762		5.741	0.318	3418.573	19.828			-1138.795	-200.953	-3217.049	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TiOL4W_L461.avi	  46071	  12.8103	2	   0.4741	88.565	7.272	2.029	3776.700	18.971	6.439	1.265	1225.153	-79.824	-3571.567	TiOL4W	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	multispecies school A		
TiOL4W_L461.avi	  46125	  12.8253	2	   0.4891	117.167	5.707	2.470	3133.464	22.864	26.243	43.853	1171.800	-330.351	-2887.274	TiOL4W	Ellen											Labridae	Halichoeres	hortulanus	37384112	1	AD	Passing	multispecies school A		
TiOL4W_L461.avi	  46140	  12.8295	2	   0.4933	87.623	12.787	0.195	3427.304	21.229	63.516	29.726	1214.200	-256.642	-3194.725	TiOL4W	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	multispecies school A		
TiOL4W_L461.avi	  46166	  12.8367	2	   0.5005	59.271	7.646	3.168	3187.994	28.666	23.274	16.187	1529.231	12.831	-2797.247	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	multispecies school A		
TiOL4W_L461.avi	  46280	  12.8684	2	   0.5322	93.957	8.681	0.627	2734.332	25.149	68.274	20.332	1160.275	63.675	-2475.132	TiOL4W	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	multispecies school A		
TiOL4W_L461.avi	  46286	  12.8701	2	   0.5339	102.162	3.756	0.682	2553.164	23.184	13.248	10.438	846.300	-542.287	-2346.987	TiOL4W	Ellen											Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
TiOL4W_L461.avi	  46364	  12.8917	2	   0.5556	56.421	3.666	2.819	2514.826	24.280	4.103	13.986	993.020	288.589	-2292.374	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TiOL4W_L461.avi	  46397	  12.9009	2	   0.5647	81.477	6.805	0.925	3073.800	10.877	26.953	10.854	558.052	-158.063	-3018.583	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TiOL4W_L461.avi	  46445	  12.9143	2	   0.5781	80.745	4.310	3.048	1940.184	15.862	49.593	3.565	-444.280	-289.543	-1866.304	TiOL4W	Ellen											Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TiOL4W_L461.avi	  46981	  13.0633	2	   0.7271		2.772	0.331	2300.727	24.779			-921.172	-273.721	-2090.422	TiOL4W	Ellen											Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TiOL4W_L461.avi	  47250	  13.1381	2	   0.8019	138.816	3.617	0.413	3696.016	8.614	3.258	3.656	481.683	-272.777	-3654.328	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TiOL4W_L461.avi	  47423	  13.1862	2	   0.8500	125.107	14.770	6.062	4495.632	24.073	22.123	7.213	-1829.237	129.217	-4104.620	TiOL4W	Ellen											Chaetodontidae	Chaetodon	vagabundus	37365062	1	AD	Passing		0.33	
TiOL4W_L461.avi	  47667	  13.2540	2	   0.9179	59.676	2.846	1.563	1772.678	15.331	35.087	15.099	-432.447	-180.706	-1709.598	TiOL4W	Ellen											Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TiOL4W_L461.avi	  48636	  13.5235	2	   1.1873		16.879	1.857	6339.851	6.496			-710.720	130.718	-6298.531	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TiOL4W_L461.avi	  48739	  13.5521	2	   1.2159	158.195	7.456	0.711	3217.788	25.089	20.545	12.565	-1364.428	0.139	-2914.189	TiOL4W	Ellen											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
TiOL4W_L461.avi	  48762	  13.5585	2	   1.2223	229.252	15.253	1.861	4767.868	19.034	22.812	15.820	1530.650	-273.787	-4507.185	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
TiOL4W_L461.avi	  48762	  13.5585	2	   1.2223	212.432	17.265	2.809	5141.550	22.976	17.195	10.471	1988.034	-275.073	-4733.666	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
TiOL4W_L461.avi	  48788	  13.5657	2	   1.2296		6.655	5.343	3697.449	21.422			-1350.358	32.074	-3441.894	TiOL4W	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
TiOL4W_L461.avi	  48921	  13.6027	2	   1.2665		21.041	13.709	6623.785	22.000			2404.123	647.530	-6138.031	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TiOL4W_L461.avi	  48962	  13.6141	2	   1.2779	80.191	6.939	2.661	2490.980	28.001	67.638	19.019	-1092.717	416.719	-2199.385	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TiOL4W_L461.avi	  49236	  13.6903	2	   1.3541	93.214	6.502	1.492	2954.428	29.074	20.345	11.780	1429.203	-136.232	-2582.143	TiOL4W	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
TiOL4W_L461.avi	  49677	  13.8129	2	   1.4768	72.936	5.848	1.571	2591.171	26.355	32.741	4.054	-1112.077	-294.134	-2321.839	TiOL4W	Ellen											Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TiOL4W_L461.avi	  49807	  13.8491	2	   1.5129	82.789	11.872	1.852	4432.319	24.773	5.119	6.078	1857.019	30.394	-4024.426	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	multispecies school B		
TiOL4W_L461.avi	  49844	  13.8594	2	   1.5232		8.134	0.543	4108.078	24.545			1703.107	-87.108	-3737.398	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing	multispecies school B		
TiOL4W_L461.avi	  49882	  13.8699	2	   1.5338	135.396	19.244	0.313	3798.191	22.039	80.596	6.110	1421.264	-105.908	-3520.660	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school B		
TiOL4W_L461.avi	  49991	  13.9002	2	   1.5641	100.737	14.287	0.746	3480.406	28.646	71.036	4.152	1659.159	-176.150	-3054.405	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	multispecies school B		
TiOL4W_L461.avi	  50031	  13.9114	2	   1.5752		9.047	3.141	4354.059	27.902			2029.068	-164.653	-3848.845	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TiOL4W_L461.avi	  50066	  13.9211	2	   1.5849	104.691	12.829	2.337	4114.708	30.869	21.482	8.103	2085.721	-326.928	-3531.813	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TiOL4W_L461.avi	  50067	  13.9214	2	   1.5852		28.984	4.368	7967.517	18.242			2488.789	204.244	-7566.078	TiOL4W	Ellen											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
TiOL4W_L461.avi	  50069	  13.9219	2	   1.5857		12.725	4.556	5155.725	26.773			2286.707	-380.643	-4605.169	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
TiOL4W_L461.avi	  50110	  13.9333	2	   1.5971		9.635	3.209	4513.497	29.883			2231.242	-258.956	-3914.863	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	multispecies school C		
TiOL4W_L461.avi	  50110	  13.9333	2	   1.5971		8.382	1.740	4163.050	26.012			1807.210	-239.012	-3742.706	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing	multispecies school C		
TiOL4W_L461.avi	  50119	  13.9358	2	   1.5997	196.281	15.998	6.020	5108.692	26.605	2.539	9.681	2253.734	-393.877	-4567.743	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	multispecies school C		
TiOL4W_L461.avi	  50125	  13.9375	2	   1.6013	77.558	11.512	2.163	4147.209	29.215	5.143	1.364	2004.929	-278.759	-3619.654	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school C		
TiOL4W_L461.avi	  50126	  13.9378	2	   1.6016		8.050	0.621	4115.975	30.058			2046.309	-231.165	-3563.766	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school C		
TiOL4W_L461.avi	  50128	  13.9383	2	   1.6022		6.994	5.492	3790.926	25.207			1603.055	-173.580	-3430.919	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
TiOL4W_L461.avi	  50129	  13.9386	2	   1.6024	70.398	10.369	1.585	3803.349	28.796	17.537	8.368	1798.780	-347.527	-3333.028	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school C		
TiOL4W_L461.avi	  50153	  13.9453	2	   1.6091		9.347	8.184	4448.854	30.012			2211.109	-229.488	-3853.652	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school C		
TiOL4W_L461.avi	  50716	  14.1018	2	   1.7656		3.776	2.846	2736.022	18.479			821.952	-262.291	-2596.423	TiOL4W	Ellen											Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TiOL4W_L461.avi	  50729	  14.1055	2	   1.7693	50.598	4.718	2.585	2436.082	25.762	25.335	5.880	-1048.277	-148.901	-2193.955	TiOL4W	Ellen											Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TiOL4W_L461.avi	  51117	  14.2133	2	   1.8771	141.253	11.538	2.433	3448.437	17.047	39.938	0.561	-928.512	-399.864	-3296.922	TiOL4W	Ellen											Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TiOL4W_L461.avi	  51124	  14.2153	2	   1.8791	98.250	7.862	1.192	3203.556	15.240	28.632	0.019	-726.340	-426.074	-3090.900	TiOL4W	Ellen											Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TiOL4W_L461.avi	  51382	  14.2870	2	   1.9508	43.762	2.332	0.333	2052.283	20.340	2.814	6.363	-697.061	-151.651	-1924.311	TiOL4W	Ellen											Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
TiOL4W_L461.avi	  55244	  15.3609	3	   0.0328	128.207	9.343	6.372	5814.128	6.241	9.941	4.536	53.728	629.799	-5779.667	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
TiOL4W_L461.avi	  55328	  15.3842	3	   0.0562	204.464	16.744	1.884	5658.905	20.833	7.942	3.256	1913.915	622.276	-5288.942	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
TiOL4W_L461.avi	  55344	  15.3887	3	   0.0606	231.779	30.736	14.003	6509.155	14.674	27.621	5.058	1467.534	751.846	-6296.838	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
TiOL4W_L461.avi	  55365	  15.3945	3	   0.0665	160.450	20.614	4.786	6340.129	16.290	14.513	0.205	1627.665	716.500	-6085.603	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
TiOL4W_L461.avi	  55436	  15.4143	3	   0.0862	164.874	15.319	4.241	5281.026	22.939	1.345	4.376	2015.085	419.294	-4863.421	TiOL4W	Ellen											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
TiOL4W_L461.avi	  55494	  15.4304	3	   0.1023	418.009	49.796	8.628	6095.384	10.458	67.047	9.063	-963.515	543.905	-5994.123	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TiOL4W_L461.avi	  55553	  15.4468	3	   0.1187	223.500	9.035	2.547	3541.005	23.840	20.522	4.664	-1430.983	26.510	-3238.873	TiOL4W	Ellen											Labridae	Halichoeres	hortulanus	37384112	1	AD	Passing		0.54	
TiOL4W_L461.avi	  55556	  15.4476	3	   0.1196	135.233	6.853	1.706	2434.005	23.673	56.167	7.073	-976.821	30.055	-2229.192	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TiOL4W_L461.avi	  55616	  15.4643	3	   0.1362	221.382	26.330	0.977	4539.854	10.337	59.162	0.687	-808.810	-97.218	-4466.167	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TiOL4W_L461.avi	  55616	  15.4643	3	   0.1362	204.653	13.523	2.323	3481.053	25.270	53.952	0.738	-1476.549	-167.560	-3147.929	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
TiOL4W_L461.avi	  55645	  15.4724	3	   0.1443		8.218	8.194	4267.978	10.273			-761.064	13.333	-4199.552	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TiOL4W_L461.avi	  55687	  15.4840	3	   0.1560	123.738	3.504	0.482	1839.819	8.446	41.176	8.524	-257.237	82.817	-1819.864	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TiOL4W_L461.avi	  55687	  15.4840	3	   0.1560	105.700	3.238	1.117	1712.078	20.407	47.233	4.599	-596.961	-3.820	-1604.628	TiOL4W	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing		0.51	
TiOL4W_L461.avi	  55756	  15.5032	3	   0.1752		8.912	0.721	4591.515	3.470			277.400	8.617	-4583.119	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TiOL4W_L461.avi	  55756	  15.5032	3	   0.1752		7.162	1.158	4085.039	3.047			207.941	-40.373	-4079.543	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TiOL4W_L461.avi	  56512	  15.7134	3	   0.3854	221.824	9.523	2.156	4164.536	22.608	2.072	0.783	1561.576	-352.749	-3844.530	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	multispecies school A		
TiOL4W_L461.avi	  56512	  15.7134	3	   0.3854	204.216	7.587	2.741	4159.810	15.565	7.501	2.698	1074.105	-303.690	-4007.254	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	multispecies school A		
TiOL4W_L461.avi	  56537	  15.7204	3	   0.3923	206.829	7.506	3.186	3763.999	11.055	17.553	4.865	667.634	-274.289	-3694.147	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school A		
TiOL4W_L461.avi	  56634	  15.7474	3	   0.4193	86.470	5.439	0.700	2700.598	15.930	26.224	7.954	-730.012	128.300	-2596.893	TiOL4W	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
TiOL4W_L461.avi	  56680	  15.7602	3	   0.4321	102.446	6.192	5.402	2438.302	16.463	44.703	13.476	-690.774	18.165	-2338.336	TiOL4W	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
TiOL4W_L461.avi	  57125	  15.8839	3	   0.5558	77.532	2.693	1.451	2120.163	6.577	23.008	27.322	21.424	-241.883	-2106.211	TiOL4W	Ellen											Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TiOL4W_L461.avi	  57601	  16.0162	3	   0.6882		6.423	1.679	3638.445	19.381			-1206.645	61.258	-3431.987	TiOL4W	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
TiOL4W_L461.avi	  57655	  16.0313	3	   0.7032	126.132	1.932	0.490	2501.425	2.812	6.951	19.086	118.391	-32.270	-2498.414	TiOL4W	Ellen											Labridae	Halichoeres	hortulanus	37384112	1	AD	Passing		0.35	
TiOL4W_L461.avi	  57867	  16.0902	3	   0.7621	203.037	14.429	2.865	5023.225	9.709	21.408	2.574	606.659	591.238	-4951.282	TiOL4W	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
TiOL4W_L461.avi	  57902	  16.0999	3	   0.7719	211.744	19.648	1.346	4532.876	3.435	42.375	20.235	-40.836	268.544	-4524.730	TiOL4W	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		0.63	
TiOL4W_L461.avi	  57995	  16.1258	3	   0.7977	176.797	11.290	1.302	4701.606	13.738	15.321	10.188	1095.808	-214.133	-4567.105	TiOL4W	Ellen											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
TiOL4W_L461.avi	  58062	  16.1444	3	   0.8164		10.242	5.706	4930.138	4.380			375.878	4.609	-4915.787	TiOL4W	Ellen											Unknown		sp9		1	AD	Passing			
TiOL4W_L461.avi	  58167	  16.1736	3	   0.8456		16.861	0.105	6349.707	5.574			275.913	586.073	-6316.579	TiOL4W	Ellen											Unknown		sp9		1	AD	Passing			
TiOL4W_L461.avi	  58264	  16.2006	3	   0.8725		5.111	0.268	3273.035	13.125			-741.094	73.471	-3187.184	TiOL4W	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
TiOL4W_L461.avi	  58494	  16.2645	3	   0.9365	123.751	14.437	1.995	4259.350	12.899	34.757	25.796	-946.721	-88.016	-4151.871	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	multispecies school B		
TiOL4W_L461.avi	  58524	  16.2729	3	   0.9448		11.835	0.439	5129.373	12.289			-1091.290	-3.306	-5011.940	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school B		
TiOL4W_L461.avi	  58578	  16.2879	3	   0.9598		10.466	8.280	4766.874	14.099			-1155.490	140.437	-4622.575	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school B		
TiOL4W_L461.avi	  58765	  16.3399	3	   1.0118	160.993	18.798	1.411	4886.363	4.592	31.524	4.332	56.288	387.164	-4870.676	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school B	1.1	
TiOL4W_L461.avi	  58766	  16.3402	3	   1.0121	108.323	5.981	3.108	3274.797	9.205	19.785	15.223	-515.667	92.292	-3232.625	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school B	0.64	
TiOL4W_L461.avi	  58766	  16.3402	3	   1.0121	90.490	4.670	1.381	3295.238	7.192	15.171	24.781	-412.481	6.280	-3269.314	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school B	0.47	
TiOL4W_L461.avi	  58778	  16.3435	3	   1.0155	105.448	9.376	2.654	3547.914	10.702	29.126	15.373	-648.908	113.878	-3486.207	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school B	0.63	
TiOL4W_L461.avi	  58778	  16.3435	3	   1.0155	115.884	3.050	2.789	3130.115	6.561	7.927	19.194	-326.870	-145.176	-3109.614	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school B	0.56	
TiOL4W_L461.avi	  58800	  16.3496	3	   1.0216	121.127	3.734	1.275	3147.374	5.732	11.208	5.477	-311.774	-40.156	-3131.636	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school B		
TiOL4W_L461.avi	  58800	  16.3496	3	   1.0216	124.620	11.164	1.417	3371.548	1.157	40.027	3.822	-24.970	-63.317	-3370.861	TiOL4W	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing	multispecies school B	0.47	
TiOL4W_L461.avi	  58800	  16.3496	3	   1.0216	153.204	14.449	1.543	3433.289	4.535	54.059	3.453	265.292	-57.471	-3422.541	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school B	0.48	
TiOL4W_L461.avi	  58847	  16.3627	3	   1.0346	178.505	13.568	3.437	3705.792	15.501	40.692	3.254	989.510	41.654	-3570.999	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
TiOL4W_L461.avi	  58850	  16.3635	3	   1.0355	156.987	4.526	1.064	3960.966	5.217	8.755	11.795	-265.030	243.891	-3944.556	TiOL4W	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing	multispecies school B		
TiOL4W_L461.avi	  58917	  16.3822	3	   1.0541	72.285	7.771	0.918	3449.579	11.724	24.143	7.080	-566.623	412.595	-3377.617	TiOL4W	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	multispecies school B		
TiOL4W_L461.avi	  59182	  16.4559	3	   1.1278	129.897	5.021	0.358	2565.050	7.058	28.793	3.057	-226.579	219.065	-2545.615	TiOL4W	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	multispecies school B		
TiOL4W_L461.avi	  59615	  16.5762	3	   1.2482	93.318	3.243	1.214	3472.915	2.042	7.506	1.467	118.604	-35.306	-3470.709	TiOL4W	Ellen											Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TiOL4W_L461.avi	  59803	  16.6285	3	   1.3005	78.008	2.735	1.111	2769.945	9.271	8.503	9.837	352.688	273.408	-2733.762	TiOL4W	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
TiOL4W_L461.avi	  59929	  16.6636	3	   1.3355		12.083	1.041	5044.677	25.640			-2182.108	-34.601	-4548.184	TiOL4W	Ellen											Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
