3D Point and Length Measurements

Generated: Tuesday, February 12, 2019 13:05:27

Filename	Frame	Time (mins)	Period	Period time (mins)	Length (mm)	Precision (mm)	RMS (mm)	Range (mm)	Direction (deg)	Horz. Dir. (deg)	Vert. Dir. (deg)	Mid X (mm)	Mid Y (mm)	Mid Z (mm)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment	MAD	Incoming
MoOR1S_L461.avi	  71295	  19.8240	6	   1.1720		17.745	1.462	6384.389	10.702			-33.979	1219.245	-6266.794	MoOR1S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	school D		
MoOR1S_L461.avi	  71295	  19.8240	6	   1.1720		20.243	1.894	6637.344	13.093			1202.562	937.798	-6459.777	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	school D		
MoOR1S_L461.avi	  71295	  19.8240	6	   1.1720		25.220	7.382	7669.649	10.048			167.213	1368.811	-7544.661	MoOR1S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	school D		
MoOR1S_L461.avi	  71295	  19.8240	6	   1.1720		18.770	1.732	6605.151	9.540			5.888	1130.190	-6507.738	MoOR1S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	school D		
MoOR1S_L461.avi	  71346	  19.8382	6	   1.1862		17.983	14.635	6442.535	8.325			548.458	789.237	-6370.444	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	school D		
MoOR1S_L461.avi	  71407	  19.8551	6	   1.2031		12.527	7.686	5526.439	2.105			-8.939	232.949	-5521.520	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	school D		
MoOR1S_L461.avi	  71719	  19.9419	6	   1.2899		9.683	1.006	4527.264	30.595			2277.766	-326.821	-3898.857	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  71938	  20.0028	6	   1.3508	165.161	8.990	2.392	3907.534	9.666	22.164	17.838	623.821	-203.298	-3852.056	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		0.73	
MoOR1S_L461.avi	  71947	  20.0053	6	   1.3533		2.169	2.412	2019.183	25.120			-830.307	-202.962	-1829.344	MoOR1S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR1S_L461.avi	  72032	  20.0289	6	   1.3769	183.060	7.517	0.990	3453.324	21.118	17.126	11.059	1202.543	-319.150	-3221.410	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	school D		
MoOR1S_L461.avi	  72085	  20.0437	6	   1.3917		19.793	3.894	6521.137	20.350			2262.898	181.945	-6113.217	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  72298	  20.1029	6	   1.4509	151.113	22.094	2.911	5955.758	16.674	20.582	12.629	1702.509	-147.207	-5705.335	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  72396	  20.1301	6	   1.4781	225.024	19.954	5.297	6060.205	15.717	16.572	1.638	-1515.254	631.733	-5833.609	MoOR1S	Ellen											Labridae	Gomphosus	varius	37384106	1	AD	Passing			
MoOR1S_L461.avi	  72407	  20.1332	6	   1.4812	71.553	5.768	0.753	2911.206	23.212	16.954	5.755	-1146.643	41.356	-2675.560	MoOR1S	Ellen											Microdesmidae	Nemateleotris	magnifica	37435008	1	AD	Passing			
MoOR1S_L461.avi	  72587	  20.1832	6	   1.5313		8.756	1.760	4289.867	19.441			1425.671	-56.123	-4045.648	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  72677	  20.2083	6	   1.5563	359.343	36.951	0.814	5868.435	10.103	47.151	10.959	941.115	417.291	-5777.431	MoOR1S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MoOR1S_L461.avi	  73208	  20.3559	6	   1.7039	141.485	18.894	2.134	5617.667	1.757	24.035	15.295	87.694	148.281	-5615.025	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  73245	  20.3662	6	   1.7142	160.684	20.554	5.579	5922.111	19.144	16.607	15.212	1929.308	-222.966	-5594.592	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  73261	  20.3706	6	   1.7187	172.242	18.646	2.438	4002.443	28.964	71.503	7.939	-1873.571	496.313	-3501.851	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  73315	  20.3857	6	   1.7337	221.403	22.068	1.212	5345.879	23.642	34.255	28.617	2062.978	-583.024	-4897.206	MoOR1S	Ellen											Zanclidae	Zanclus	cornutus	37437001	1	AD	Passing			
MoOR1S_L461.avi	  73326	  20.3887	6	   1.7367	173.332	21.690	2.355	5222.738	10.935	31.974	13.688	988.242	-69.711	-5127.915	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		1.14	
MoOR1S_L461.avi	  73335	  20.3912	6	   1.7392	158.590	10.923	3.002	3254.711	29.044	76.023	31.362	1451.332	-624.736	-2845.433	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  73360	  20.3982	6	   1.7462	142.292	5.927	1.608	2959.952	29.139	14.020	14.325	1381.925	-409.467	-2585.331	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  73369	  20.4007	6	   1.7487	280.471	17.541	0.494	5711.405	22.926	0.601	14.730	2197.887	-344.913	-5260.273	MoOR1S	Ellen											Labridae	Hemigymnus	fasciatus	37384124	1	AD	Passing			
MoOR1S_L461.avi	  73382	  20.4043	6	   1.7523	170.479	23.529	5.327	4741.037	19.476	54.410	26.134	1575.877	-123.623	-4469.761	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  73405	  20.4107	6	   1.7587	163.827	10.912	1.479	4224.001	23.478	31.206	44.500	1665.893	-238.008	-3874.318	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  73475	  20.4302	6	   1.7782	162.566	6.616	1.269	3496.608	21.995	1.927	5.634	1280.251	-275.648	-3242.105	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  73750	  20.5066	6	   1.8546	102.925	11.258	3.150	5287.932	6.098	14.795	18.117	530.605	-184.319	-5258.014	MoOR1S	Ellen											Chaetodontidae	Chaetodon	reticulatus	37365054	1	AD	Passing		0.69	
MoOR1S_L461.avi	  73768	  20.5116	6	   1.8596	127.459	8.217	4.390	4996.071	7.447	9.799	13.051	645.758	-47.713	-4953.932	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  73769	  20.5119	6	   1.8599	169.959	4.214	0.560	2942.305	18.016	9.249	16.377	840.130	-349.666	-2798.048	MoOR1S	Ellen											Acanthuridae	Acanthurus	lineatus	37437010	1	AD	Passing			
MoOR1S_L461.avi	  73786	  20.5166	6	   1.8646	174.893	19.289	5.493	6529.544	17.587	3.582	5.390	1972.485	-41.845	-6224.347	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  73817	  20.5252	6	   1.8733	175.517	5.767	1.007	2831.533	25.576	22.330	3.644	1100.526	-532.040	-2554.086	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  73829	  20.5286	6	   1.8766	181.717	8.353	0.839	2847.924	15.791	43.204	8.366	-764.886	-124.707	-2740.451	MoOR1S	Ellen											Acanthuridae	Acanthurus	lineatus	37437010	1	AD	Passing			
MoOR1S_L461.avi	  73884	  20.5439	6	   1.8919	161.129	12.813	6.831	4695.825	23.795	12.526	23.716	1882.757	-211.748	-4296.645	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  73895	  20.5469	6	   1.8950	139.290	10.068	5.148	4061.966	12.838	23.990	26.092	898.270	-87.690	-3960.428	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  73962	  20.5656	6	   1.9136	116.171	6.486	2.946	2676.415	21.985	35.000	4.982	-985.354	-181.592	-2481.793	MoOR1S	Ellen											Chaetodontidae	Chaetodon	quadrimaculatus	10000019	1	AD	Passing		1.0	
MoOR1S_L461.avi	  74502	  20.7157	6	   2.0637	74.360	7.779	0.846	3155.304	25.934	24.153	1.223	-1379.929	-0.841	-2837.558	MoOR1S	Ellen											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MoOR1S_L461.avi	  74604	  20.7441	6	   2.0921		0.860	0.311	1178.502	21.562			-337.027	-266.035	-1097.500	MoOR1S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR1S_L461.avi	  74631	  20.7516	6	   2.0996		2.255	1.400	2059.923	26.402			-867.109	-285.128	-1846.648	MoOR1S	Ellen											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MoOR1S_L461.avi	  74703	  20.7716	6	   2.1196		1.760	0.392	1803.968	23.645			-723.440	-1.824	-1652.553	MoOR1S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR1S_L461.avi	  74999	  20.8539	6	   2.2019	84.524	5.129	2.258	2217.970	22.172	46.195	13.053	-835.794	-45.801	-2053.958	MoOR1S	Ellen											Acanthuridae	Acanthurus	nigrofuscus	37437014	1	AD	Passing			
MoOR1S_L461.avi	  75070	  20.8737	6	   2.2217	149.309	4.807	2.840	3601.653	13.015	4.772	16.576	807.193	-79.684	-3509.130	MoOR1S	Ellen											Labridae	Gomphosus	varius	37384106	1	AD	Passing		1.74	
MoOR1S_L461.avi	  75237	  20.9201	6	   2.2681	73.340	4.858	1.038	2537.004	12.688	30.158	23.332	556.426	-29.982	-2475.052	MoOR1S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR1S_L461.avi	  75469	  20.9846	6	   2.3326	138.876	20.455	0.165	5639.778	25.812	19.105	26.354	2453.898	-92.438	-5077.100	MoOR1S	Ellen											Balistidae	Sufflamen	bursa	37465078	1	AD	Passing			
MoOR1S_L461.avi	  75499	  20.9929	6	   2.3410	62.458	6.860	0.915	2492.871	12.007	66.471	36.974	396.216	-334.568	-2438.336	MoOR1S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR1S_L461.avi	  75537	  21.0035	6	   2.3515	121.926	2.344	1.398	1579.710	25.062	39.845	11.543	536.241	-400.284	-1430.979	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  75569	  21.0124	6	   2.3604	86.784	6.216	1.721	3155.536	9.326	23.007	13.492	468.838	-204.122	-3113.830	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  75604	  21.0221	6	   2.3701	67.008	9.905	0.453	3077.049	18.462	46.825	12.933	-868.423	-442.024	-2918.679	MoOR1S	Ellen											Chaetodontidae	Chaetodon	pelewensis	37365049	1	AD	Passing			
MoOR1S_L461.avi	  75642	  21.0327	6	   2.3807		20.552	1.458	6507.618	22.196			2266.692	-918.845	-6030.500	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S_L461.avi	  75677	  21.0424	6	   2.3904		9.095	0.422	4627.279	4.672			196.712	-296.342	-4613.588	MoOR1S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  35170	   9.7792	1	   0.0509	64.559	3.297	1.938	1627.654	21.679	63.045	11.507	-595.196	-85.246	-1512.525	MoOR2S	Ellen											Labridae	Gomphosus	varius	37384106	1	AD	Passing			
MoOR2S_L461.avi	  35189	   9.7845	1	   0.0562		1.889	1.043	1871.192	20.628			-653.749	-75.188	-1751.662	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  35261	   9.8045	1	   0.0762		7.674	0.918	3986.615	22.747			1541.481	15.965	-3676.504	MoOR2S	Ellen											Balistidae	Sufflamen	bursa	37465078	1	AD	Passing			
MoOR2S_L461.avi	  35307	   9.8173	1	   0.0890	55.966	3.885	2.496	2187.526	24.349	27.847	11.725	-889.917	-146.563	-1992.947	MoOR2S	Ellen											Chaetodontidae	Chaetodon	pelewensis	37365049	1	AD	Passing			
MoOR2S_L461.avi	  35356	   9.8309	1	   0.1026	90.457	6.060	0.953	2207.947	27.462	88.932	10.017	970.527	-307.917	-1959.157	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	binotatus	37437021	1	AD	Passing			
MoOR2S_L461.avi	  35510	   9.8738	1	   0.1454	45.165	1.038	2.142	1478.853	20.039	1.796	3.041	271.172	-428.080	-1389.323	MoOR2S	Ellen											Labridae	Halichoeres	margaritaceus	37384113	1	AD	Passing			
MoOR2S_L461.avi	  35548	   9.8843	1	   0.1560	45.131	3.391	0.629	2021.580	19.707	34.386	23.997	592.541	-337.071	-1903.172	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  35594	   9.8971	1	   0.1688	98.448	5.964	3.244	2278.964	24.687	59.750	15.099	-945.386	-110.505	-2070.679	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  35679	   9.9208	1	   0.1924	158.388	12.492	2.939	2955.984	7.467	80.260	15.605	376.777	74.956	-2930.915	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  35697	   9.9258	1	   0.1974	201.672	15.234	0.836	4604.195	13.273	28.431	17.470	-972.787	413.663	-4481.203	MoOR2S	Ellen											Balistidae	Melichthys	niger	37465081	1	AD	Passing	same species school (2) A	0.85	
MoOR2S_L461.avi	  35719	   9.9319	1	   0.2035	209.721	23.307	10.618	5452.121	10.850	31.366	12.607	-991.358	265.680	-5354.648	MoOR2S	Ellen											Balistidae	Melichthys	niger	37465081	1	AD	Passing	same species school (2) A		
MoOR2S_L461.avi	  35745	   9.9391	1	   0.2108	69.473	3.531	1.103	2485.669	17.334	15.521	4.317	659.004	-337.877	-2372.784	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  35852	   9.9689	1	   0.2405	159.729	6.315	0.298	3016.836	19.579	23.321	9.137	919.410	-420.386	-2842.404	MoOR2S	Ellen											Balistidae	Balistapus	undulatus	37465047	1	AD	Passing		0.66	
MoOR2S_L461.avi	  36081	  10.0325	1	   0.3042	75.206	3.501	2.465	2309.886	25.271	11.029	13.290	-985.887	-19.220	-2088.835	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  36160	  10.0545	1	   0.3262	68.014	1.651	1.130	1204.475	22.028	56.597	23.046	-295.198	-341.967	-1116.547	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  36201	  10.0659	1	   0.3376	66.348	2.576	1.436	1535.735	20.831	50.963	17.984	429.915	-336.774	-1435.353	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  36210	  10.0684	1	   0.3401	114.514	13.374	4.301	4953.317	24.972	16.408	36.921	-2001.357	606.290	-4490.249	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MoOR2S_L461.avi	  36211	  10.0687	1	   0.3403		12.628	0.224	5223.740	16.851			1514.164	42.404	-4999.297	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  36221	  10.0715	1	   0.3431		11.977	0.105	5084.795	16.800			1468.582	-30.380	-4868.006	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  36263	  10.0831	1	   0.3548	118.602	17.236	4.775	3813.789	26.943	82.064	20.010	-1717.501	190.553	-3399.834	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  36288	  10.0901	1	   0.3618		1.822	3.574	1818.511	23.488			551.637	-461.028	-1670.369	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  36357	  10.1093	1	   0.3809	91.055	10.374	1.027	3060.045	28.420	72.439	22.393	1432.341	-263.357	-2691.267	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  36368	  10.1123	1	   0.3840	56.350	1.988	0.427	1403.588	24.172	45.872	18.181	-446.904	-361.372	-1280.526	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  36369	  10.1126	1	   0.3843	71.291	1.437	2.580	1979.989	9.012	0.980	0.621	-264.434	-162.071	-1955.547	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  36443	  10.1332	1	   0.4048	131.386	5.729	2.917	2829.593	25.615	20.136	7.249	1175.298	-339.322	-2551.497	MoOR2S	Ellen											Balistidae	Sufflamen	bursa	37465078	1	AD	Passing			
MoOR2S_L461.avi	  36566	  10.1674	1	   0.4391	92.752	8.781	8.987	2576.380	3.649	68.245	21.274	163.353	-14.079	-2571.158	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  36805	  10.2338	1	   0.5055		6.032	3.962	3675.642	5.573			201.660	314.491	-3656.606	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  36963	  10.2778	1	   0.5494		3.980	0.390	2874.398	10.080			-421.542	290.029	-2828.489	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  37187	  10.3401	1	   0.6117	67.497	2.321	0.545	1892.603	18.063	17.231	11.589	-571.329	-134.021	-1799.324	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  37436	  10.4093	1	   0.6810	62.983	5.346	4.189	2940.043	11.089	25.437	30.688	-562.636	56.746	-2885.147	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  37540	  10.4382	1	   0.7099	81.137	2.568	1.894	1489.409	10.013	48.516	14.575	-243.976	-86.862	-1466.721	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  37693	  10.4808	1	   0.7524	68.034	2.537	0.607	1486.837	20.480	51.259	10.405	-506.535	-118.510	-1392.861	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  37795	  10.5091	1	   0.7808	86.529	4.415	0.602	2257.337	12.138	34.727	18.320	474.439	13.657	-2206.873	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  37849	  10.5241	1	   0.7958	81.406	6.807	2.156	2461.528	12.413	48.385	7.012	-480.622	221.347	-2403.982	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  37880	  10.5328	1	   0.8044		14.883	0.586	5527.548	26.115			2351.767	650.850	-4959.776	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  38080	  10.5884	1	   0.8600		11.257	0.296	4906.539	13.688			1014.905	589.993	-4764.032	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  38102	  10.5945	1	   0.8661	82.855	5.304	1.516	2240.266	9.659	45.573	17.284	374.451	-32.926	-2208.504	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  38125	  10.6009	1	   0.8725		14.977	1.056	5509.841	20.830			1671.480	1050.262	-5144.070	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MoOR2S_L461.avi	  38136	  10.6039	1	   0.8756		11.625	0.705	5081.057	11.725			271.034	1023.488	-4969.523	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  38168	  10.6128	1	   0.8845	80.893	10.860	2.060	3206.408	11.445	50.221	22.473	328.619	544.776	-3142.655	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		0.7	
MoOR2S_L461.avi	  38206	  10.6234	1	   0.8951	76.052	10.872	1.040	3576.153	14.097	34.692	10.061	682.222	541.534	-3468.456	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  38406	  10.6790	1	   0.9507	71.349	1.639	3.022	1983.472	9.803	6.731	18.812	337.700	3.216	-1954.510	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  38411	  10.6804	1	   0.9521	147.724	6.822	1.194	2947.279	13.491	30.099	2.044	549.041	413.931	-2865.950	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing		0.26	
MoOR2S_L461.avi	  38413	  10.6810	1	   0.9526	50.454	5.336	0.623	2970.387	24.201	7.839	8.374	1194.847	234.778	-2709.321	MoOR2S	Ellen											Chaetodontidae	Chaetodon	pelewensis	37365049	1	AD	Passing			
MoOR2S_L461.avi	  38487	  10.7015	1	   0.9732	76.390	6.611	1.312	3253.471	26.687	3.459	13.580	1460.966	24.264	-2906.899	MoOR2S	Ellen											Mullidae	Parupeneus	multifasciatus	37355026	1	AD	Passing			
MoOR2S_L461.avi	  38644	  10.7452	1	   1.0169		2.716	0.075	2320.787	12.281			485.447	-77.187	-2268.135	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  38646	  10.7457	1	   1.0174	64.992	3.156	1.632	1805.397	12.976	37.611	5.205	346.936	-209.711	-1759.294	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  38761	  10.7777	1	   1.0494	60.726	3.184	1.088	1881.620	26.135	35.818	5.914	754.448	-343.195	-1689.236	MoOR2S	Ellen											Chaetodontidae	Chaetodon	pelewensis	37365049	1	AD	Passing			
MoOR2S_L461.avi	  38789	  10.7855	1	   1.0572	76.922	2.943	1.361	1789.421	7.288	34.831	2.944	-51.548	-221.072	-1774.964	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  38880	  10.8108	1	   1.0825	60.963	4.823	0.463	2814.671	17.754	16.863	8.204	848.244	-130.997	-2680.614	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  38972	  10.8364	1	   1.1081	56.612	3.259	2.540	2112.253	16.836	25.476	14.162	-552.271	-263.222	-2021.713	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  38984	  10.8397	1	   1.1114	56.131	3.413	0.811	1719.843	16.181	51.636	12.002	-339.025	-338.764	-1651.715	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  39007	  10.8461	1	   1.1178		8.709	0.640	4397.393	9.881			731.547	208.842	-4331.084	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  39036	  10.8542	1	   1.1258		0.967	0.964	1260.490	19.030			-321.770	-249.216	-1192.975	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  39039	  10.8550	1	   1.1267		16.211	3.714	5844.739	19.065			1852.869	490.310	-5521.544	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  39063	  10.8617	1	   1.1334	110.837	5.135	1.947	3240.011	8.258	16.848	12.853	402.119	234.219	-3206.418	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		0.74	
MoOR2S_L461.avi	  39141	  10.8834	1	   1.1550	87.085	3.816	1.277	2331.086	17.470	22.086	4.289	-688.084	127.595	-2223.561	MoOR2S	Ellen											Labridae	Gomphosus	varius	37384106	1	AD	Passing			
MoOR2S_L461.avi	  39149	  10.8856	1	   1.1573	69.492	5.517	1.507	2731.818	27.951	22.426	18.166	1280.461	1.939	-2413.140	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  39220	  10.9053	1	   1.1770	130.988	12.546	1.793	3399.991	24.655	86.834	34.513	1418.104	23.220	-3090.045	MoOR2S	Ellen											Balistidae	Sufflamen	bursa	37465078	1	AD	Passing			
MoOR2S_L461.avi	  39229	  10.9079	1	   1.1795	80.943	11.497	1.173	2974.064	9.315	63.748	14.996	-448.178	175.772	-2934.842	MoOR2S	Ellen											Mullidae	Parupeneus	multifasciatus	37355026	1	J	Passing			
MoOR2S_L461.avi	  39268	  10.9187	1	   1.1904	65.238	4.260	5.041	2974.024	8.487	17.133	24.940	-428.802	93.735	-2941.455	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  39329	  10.9357	1	   1.2073	53.795	4.008	0.508	2171.714	20.993	36.938	27.228	775.161	66.532	-2027.570	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  39329	  10.9357	1	   1.2073	50.272	2.785	0.826	2145.076	24.107	12.371	27.147	874.726	-49.801	-1957.990	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  39329	  10.9357	1	   1.2073	44.207	3.265	1.200	2234.374	25.826	15.036	22.750	964.725	-129.440	-2011.213	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  39329	  10.9357	1	   1.2073	46.273	4.459	0.861	2001.137	26.107	59.169	16.267	866.014	-159.678	-1796.962	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  39372	  10.9476	1	   1.2193	76.688	3.829	0.826	1826.596	25.395	79.247	28.290	758.370	-196.273	-1650.093	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	binotatus	37437021	1	AD	Passing			
