OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
NOL3S	507	NOL3S_L461.avi	84784	NOL3S_R462.avi	81751	23.57462	4	2.17884	-2425.87951	26.13775	-6292.72800	16.82775	2.75609	43.79350	0.24245	6744.18270	21.08187	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
NOL3S	523	NOL3S_L461.avi	88915	NOL3S_R462.avi	85882	24.72326	5	0.29891	-2367.73431	-235.05604	-6889.06845	17.91001	3.33477	52.14675	2.86061	7288.39360	19.08739	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	School A		
NOL3S	524	NOL3S_L461.avi	88915	NOL3S_R462.avi	85882	24.72326	5	0.29891	-2376.26868	-141.20674	-7047.41165	18.36931	3.14990	54.49693	2.38316	7438.58879	18.68488	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	School A		
NOL3S	528	NOL3S_L461.avi	90968	NOL3S_R462.avi	87935	25.29411	5	0.86976	1917.07031	-167.53227	-5186.54696	10.96729	2.37684	29.70876	1.08478	5532.04257	20.38595	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S	544	NOL3S_L461.avi	92143	NOL3S_R462.avi	89110	25.62082	5	1.19647	-2298.94722	79.35271	-5006.90965	12.78339	2.25364	28.04398	5.94249	5510.04532	24.66647	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	School B		
NOL3S	546	NOL3S_L461.avi	92195	NOL3S_R462.avi	89162	25.63528	5	1.21093	-954.41675	-308.49616	-2060.63481	2.29710	1.13899	4.81965	0.87607	2291.78905	26.05266	Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
NOL3S	547	NOL3S_L461.avi	92195	NOL3S_R462.avi	89162	25.63528	5	1.21093	2267.27224	-107.93104	-3808.45999	9.54658	1.70316	16.27718	7.86298	4433.56967	30.81120	Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School B		
NOL3S	563	NOL3S_L461.avi	93286	NOL3S_R462.avi	90253	25.93864	5	1.51429	689.00255	-110.40455	-3040.19362	2.55185	1.34411	10.08687	5.79081	3119.24525	12.97979	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School D		
NOL3S	564	NOL3S_L461.avi	93286	NOL3S_R462.avi	90253	25.93864	5	1.51429	532.04517	-206.29588	-2803.30337	1.96626	1.33710	8.56123	0.61962	2860.79357	11.62246	Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School D		
NOL3S	565	NOL3S_L461.avi	93286	NOL3S_R462.avi	90253	25.93864	5	1.51429	538.37282	-195.15296	-2906.50706	2.05391	1.36996	9.18859	2.29374	2962.38304	11.25613	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School D		
NOL3S	566	NOL3S_L461.avi	93286	NOL3S_R462.avi	90253	25.93864	5	1.51429	701.43013	-57.42768	-2729.04559	2.32311	1.18379	8.17991	0.63828	2818.33142	14.48936	Scaridae	Scarus	psittacus	37386024	1	AD	Passing	School D		
NOL3S	567	NOL3S_L461.avi	93286	NOL3S_R462.avi	90253	25.93864	5	1.51429	698.36566	-77.99861	-2540.88697	2.15660	1.11184	7.12208	3.95322	2636.26724	15.49703	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School D		
NOL3S	568	NOL3S_L461.avi	93286	NOL3S_R462.avi	90253	25.93864	5	1.51429	674.74526	-38.84774	-2487.67610	2.05686	1.07690	6.82591	6.45773	2577.85234	15.22056	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School D		
NOL3S	569	NOL3S_L461.avi	93286	NOL3S_R462.avi	90253	25.93864	5	1.51429	615.23474	-40.02430	-2666.70365	2.06054	1.15163	7.78740	1.23524	2737.04660	13.04186	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School D		
NOL3S	571	NOL3S_L461.avi	93386	NOL3S_R462.avi	90353	25.96644	5	1.54209	535.40287	-299.75355	-2381.10782	1.67806	1.26817	6.23935	0.79775	2458.89871	14.60562	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School D		
NOL3S	574	NOL3S_L461.avi	93851	NOL3S_R462.avi	90818	26.09574	5	1.67139	-1028.69535	-115.45857	-5750.80812	6.72267	2.51994	35.54358	5.10933	5843.23017	10.24356	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S	575	NOL3S_L461.avi	93851	NOL3S_R462.avi	90818	26.09574	5	1.67139	-1824.27789	-182.33815	-5486.70900	11.05519	2.54278	33.09841	1.49102	5784.91250	18.51049	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S	576	NOL3S_L461.avi	93872	NOL3S_R462.avi	90839	26.10158	5	1.67723	879.59269	-197.72656	-2701.76990	2.76991	1.28889	8.10225	3.28990	2848.21693	18.52406	Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
NOL3S	577	NOL3S_L461.avi	93872	NOL3S_R462.avi	90839	26.10158	5	1.67723	671.17810	-299.51841	-2226.43507	1.83699	1.19432	5.51802	0.65089	2344.61179	18.39822	Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
NOL3S	578	NOL3S_L461.avi	94735	NOL3S_R462.avi	91702	26.34154	5	1.91719	1935.72661	308.72365	-7503.08169	15.81660	4.29702	60.87987	0.04916	7754.90700	14.59534	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOL3S	584	NOL3S_L461.avi	103847	NOL3S_R462.avi	100814	28.87518	6	0.12596	469.24823	-464.54866	-6790.52980	4.42227	4.23085	49.04204	7.73170	6822.55776	5.77795	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School A		
NOL3S	585	NOL3S_L461.avi	103928	NOL3S_R462.avi	100895	28.89770	6	0.14848	1306.11710	-204.44138	-5391.93778	7.81678	2.52889	31.49895	9.72948	5551.64220	13.82797	Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School A		
NOL3S	586	NOL3S_L461.avi	103928	NOL3S_R462.avi	100895	28.89770	6	0.14848	1347.54572	-200.85565	-5399.28072	8.06214	2.52496	31.61645	8.75160	5568.52357	14.21149	Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School A		
NOL3S	587	NOL3S_L461.avi	103928	NOL3S_R462.avi	100895	28.89770	6	0.14848	1669.12616	-268.31730	-5799.07012	10.63671	2.90510	36.65192	11.89499	6040.46277	16.30497	Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School A		
NOL3S	588	NOL3S_L461.avi	103928	NOL3S_R462.avi	100895	28.89770	6	0.14848	1321.29189	-184.04296	-4574.80137	6.73011	2.12171	22.87678	1.68847	4765.34276	16.30305	Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School A		
NOL3S	590	NOL3S_L461.avi	104225	NOL3S_R462.avi	101192	28.98028	6	0.23106	2478.27781	-195.95500	-5539.56879	15.17202	2.60855	34.19925	0.80239	6071.82688	24.19580	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOL3S	591	NOL3S_L461.avi	104321	NOL3S_R462.avi	101288	29.00698	6	0.25776	-1581.52413	80.37738	-5943.26785	10.36565	2.65654	38.38842	6.48336	6150.61882	14.90700	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S	594	NOL3S_L461.avi	104430	NOL3S_R462.avi	101397	29.03728	6	0.28806	-1280.91117	335.15717	-6076.45868	8.65907	3.54388	39.79673	0.04774	6219.03641	12.21696	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S	601	NOL3S_L461.avi	104693	NOL3S_R462.avi	101660	29.11041	6	0.36119	-1588.09296	173.30105	-2963.78515	5.28952	1.43788	9.93823	0.47683	3366.91177	28.29295	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School B		
NOL3S	602	NOL3S_L461.avi	104693	NOL3S_R462.avi	101660	29.11041	6	0.36119	-1448.75998	15.92616	-2834.62790	4.63940	1.24182	9.10071	0.03888	3183.43752	27.07092	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School B		
NOL3S	603	NOL3S_L461.avi	104693	NOL3S_R462.avi	101660	29.11041	6	0.36119	-1649.29021	92.55125	-3050.52800	5.64828	1.38299	10.53038	1.56867	3469.06976	28.41996	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School B		
NOL3S	604	NOL3S_L461.avi	104717	NOL3S_R462.avi	101684	29.11709	6	0.36787	-1478.93913	-54.63073	-2746.75697	4.58508	1.20870	8.55551	0.82693	3120.08322	28.32882	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School B		
NOL3S	605	NOL3S_L461.avi	104733	NOL3S_R462.avi	101700	29.12153	6	0.37232	-1516.80606	-130.72207	-2811.63256	4.80857	1.28537	8.96276	0.12701	3197.35306	28.46282	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School B		
NOL3S	606	NOL3S_L461.avi	104733	NOL3S_R462.avi	101700	29.12153	6	0.37232	-1575.26105	-88.24497	-2884.73271	5.11390	1.28529	9.43071	0.21531	3287.99595	28.69435	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School B		
NOL3S	610	NOL3S_L461.avi	105422	NOL3S_R462.avi	102389	29.31311	6	0.56390	-1298.65830	336.99363	-8207.26073	11.80416	4.85013	71.97473	2.88456	8316.20146	9.21068	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOL3S	611	NOL3S_L461.avi	105559	NOL3S_R462.avi	102526	29.35121	6	0.60199	-2223.45823	711.05817	-8216.91733	19.89936	7.58776	73.19424	5.90565	8542.07824	15.76718	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S	612	NOL3S_L461.avi	105756	NOL3S_R462.avi	102723	29.40598	6	0.65677	-1526.25852	669.05677	-6661.72749	11.19288	5.80842	47.91080	3.43273	6867.00190	13.92206	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S	616	NOL3S_L461.avi	107186	NOL3S_R462.avi	104153	29.80360	6	1.05438	1028.57185	-21.12755	-5303.44800	6.17826	2.27418	30.27246	4.50218	5402.31127	10.98897	Acanthuridae	Zebrasoma	scopas	37437036	1	AD	Passing			
NOL3S	622	NOL3S_L461.avi	108878	NOL3S_R462.avi	105845	30.27407	6	1.52485	1267.31614	-357.24476	-2301.37959	3.29459	1.34276	5.97787	2.12963	2651.42641	29.86163	Chaetodontidae	Chaetodon	vagabundus	37365062	1	AD	Passing			
NOL3S	623	NOL3S_L461.avi	109194	NOL3S_R462.avi	106161	30.36194	6	1.61272	1421.16428	-201.26763	-8481.38022	13.22695	3.89961	76.89086	10.07028	8601.97809	9.65415	Acanthuridae	Zebrasoma	scopas	37437036	1	AD	Passing			
NOL3S	624	NOL3S_L461.avi	109251	NOL3S_R462.avi	106218	30.37779	6	1.62857	1913.34356	218.54822	-8641.72170	17.94713	4.46204	80.28324	7.73664	8853.69984	12.53126	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOL3S	626	NOL3S_L461.avi	109404	NOL3S_R462.avi	106371	30.42033	6	1.67111	-1875.25515	211.08765	-4705.30252	9.79762	2.37813	24.60423	1.32601	5069.61653	21.82079	Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
NOL3S	627	NOL3S_L461.avi	109708	NOL3S_R462.avi	106675	30.50486	6	1.75564	1374.11691	-112.07399	-4253.16405	6.51010	1.88010	19.89137	3.10978	4471.03593	17.98831	Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
NOL3S	633	NOL3S_L461.avi	109870	NOL3S_R462.avi	106837	30.54990	6	1.80068	530.81644	-129.24486	-2488.76097	1.74241	1.11723	6.78561	1.55925	2548.01913	12.45854	Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
NOL3S	635	NOL3S_L461.avi	109956	NOL3S_R462.avi	106923	30.57382	6	1.82460	-2132.50957	-147.87849	-4864.05680	11.52672	2.21501	26.43444	3.32138	5313.05126	23.74782	Acanthuridae	Zebrasoma	scopas	37437036	1	AD	Passing			
NOL3S	636	NOL3S_L461.avi	109960	NOL3S_R462.avi	106927	30.57493	6	1.82571	-2458.84548	-35.08446	-5035.51638	13.75662	2.19304	28.43728	0.99872	5603.88947	26.03478	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
TeOL2S	9	TeOL2S_L461.avi	51962	TeOL2S_R462.avi	42653	14.43389	1	0.49056	1051.88574	-84.74417	-5022.36985	5.97207	2.17636	27.22344	0.20504	5132.04093	11.89540	Mullidae	Parupeneus	insularis	10000027	1	AD	Passing			
TeOL2S	10	TeOL2S_L461.avi	52116	TeOL2S_R462.avi	42807	14.47667	1	0.53333	-1628.62847	-272.47528	-2942.47620	5.38363	1.54696	9.80654	1.82525	3374.14280	29.35337	Acanthuridae	Zebrasoma	scopas	37437036	1	AD	Passing			
TeOL2S	20	TeOL2S_L461.avi	53457	TeOL2S_R462.avi	44148	14.84917	1	0.90583	-1249.91762	77.74716	-2600.13657	3.69932	1.16503	7.65216	1.81796	2886.00915	25.69976	Labridae		sp9		1	AD	Passing			
TeOL2S	23	TeOL2S_L461.avi	53667	TeOL2S_R462.avi	44358	14.90750	1	0.96417	-965.46507	-24.70430	-2417.45397	2.71019	1.05232	6.57320	0.22314	2603.23199	21.78700	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TeOL2S	24	TeOL2S_L461.avi	53674	TeOL2S_R462.avi	44365	14.90944	1	0.96611	-1317.91289	12.09401	-3097.03429	4.61817	1.34970	10.77179	0.30373	3365.80779	23.05171	Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
TeOL2S	26	TeOL2S_L461.avi	53689	TeOL2S_R462.avi	44380	14.91361	1	0.97028	-1473.47635	-55.87531	-3032.49103	5.04240	1.33020	10.39357	0.31347	3371.98109	25.94472	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TeOL2S	27	TeOL2S_L461.avi	53701	TeOL2S_R462.avi	44392	14.91694	1	0.97361	-1500.23031	-48.58485	-3114.66452	5.26764	1.36310	10.95629	0.29703	3457.48269	25.74219	Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TeOL2S	28	TeOL2S_L461.avi	53708	TeOL2S_R462.avi	44399	14.91889	1	0.97556	-1321.58576	-105.08767	-2650.71360	3.97847	1.19077	7.96451	0.48049	2963.76702	26.59843	Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
TeOL2S	34	TeOL2S_L461.avi	53824	TeOL2S_R462.avi	44515	14.95111	1	1.00778	2317.40654	184.03845	-4263.65833	10.95478	2.10958	20.40353	1.40777	4856.23574	28.57766	Labridae	Halichoeres	hortulanus	37384112	1	AD	Passing			
TeOL2S	35	TeOL2S_L461.avi	53864	TeOL2S_R462.avi	44555	14.96222	1	1.01889	-2306.00431	-145.11761	-6119.59589	15.56110	2.75697	41.39224	5.53363	6541.26661	20.70682	Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
TeOL2S	36	TeOL2S_L461.avi	53989	TeOL2S_R462.avi	44680	14.99694	1	1.05361	-2025.28408	1177.26549	-9137.71174	20.11127	12.66730	89.85732	0.13661	9433.21289	14.22448	Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
TeOL2S	42	TeOL2S_L461.avi	54057	TeOL2S_R462.avi	44748	15.01583	1	1.07250	-134.16608	-71.88192	-3064.69595	1.39864	1.32552	10.08910	2.98692	3068.47337	3.00345	Pomacanthidae	Centropyge	heraldi	37365027	1	AD	Passing			
TeOL2S	47	TeOL2S_L461.avi	54666	TeOL2S_R462.avi	45357	15.18500	1	1.24167	-1951.83495	477.15509	-6715.74336	14.36381	4.72866	49.12077	0.01215	7009.88913	16.58540	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TeOL2S	71	TeOL2S_L461.avi	57063	TeOL2S_R462.avi	47754	15.85083	1	1.90750	858.39228	-526.36326	-1751.01469	1.76543	1.27209	3.45487	0.59086	2019.88812	30.06550	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
TeOL2S	83	TeOL2S_L461.avi	57817	TeOL2S_R462.avi	48508	16.06028	1	2.11694	-2487.06927	-426.41514	-4878.86968	13.48772	3.05293	26.74686	1.01948	5492.78735	27.40247	Mullidae	Parupeneus	cyclostomus	37355025	1	AD	Passing			
TeOL2S	124	TeOL2S_L461.avi	62981	TeOL2S_R462.avi	53672	17.49472	2	0.33861	325.33617	510.18286	-6360.85004	3.48128	4.56739	42.96313	10.25794	6389.56519	5.17333	Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
TeOL2S	128	TeOL2S_L461.avi	63387	TeOL2S_R462.avi	54078	17.60750	2	0.45139	-2053.43135	199.18306	-3866.69943	8.85111	1.93360	16.84850	0.06741	4382.64974	28.05348	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TeOL2S	129	TeOL2S_L461.avi	63387	TeOL2S_R462.avi	54078	17.60750	2	0.45139	-1997.10585	197.22710	-3909.23260	8.71037	1.94992	17.20983	0.22202	4394.24963	27.14483	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TeOL2S	131	TeOL2S_L461.avi	63461	TeOL2S_R462.avi	54152	17.62806	2	0.47194	-1755.82557	128.12963	-3170.33510	6.23081	1.47682	11.36319	0.20938	3626.34323	29.02231	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TeOL2S	157	TeOL2S_L461.avi	63739	TeOL2S_R462.avi	54430	17.70528	2	0.54917	2402.48036	745.83231	-6788.70644	17.85777	6.51943	50.55769	8.32948	7239.80061	20.24191	Labridae	Epibulus	insidiator	37384104	1	J	Passing			
TeOL2S	161	TeOL2S_L461.avi	64851	TeOL2S_R462.avi	55542	18.01417	2	0.85806	-1786.22567	-524.12099	-3169.87517	6.32594	2.28043	11.34732	1.17774	3676.05951	30.51319	Labridae	Cheilinus	trilobatus	37384044	1	AD	Passing			
TeOL2S	169	TeOL2S_L461.avi	65222	TeOL2S_R462.avi	55913	18.11722	2	0.96111	-674.01596	-185.51027	-2012.79639	1.67610	0.95976	4.54380	0.12804	2130.74186	19.23817	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
TeOL2S	175	TeOL2S_L461.avi	65679	TeOL2S_R462.avi	56370	18.24417	2	1.08806	230.11507	-506.50057	-2195.89460	1.09535	1.50925	5.28633	1.35679	2265.27015	14.50158	Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TeOL2S	179	TeOL2S_L461.avi	66457	TeOL2S_R462.avi	57148	18.46028	2	1.30417	1838.28312	631.83409	-3342.79184	6.81401	2.83239	12.49526	0.19215	3866.87942	30.07781	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
TeOL2S	185	TeOL2S_L461.avi	67426	TeOL2S_R462.avi	58117	18.72944	2	1.57333	378.13720	-296.16518	-2577.12550	1.50438	1.35732	7.22927	1.25995	2621.50289	10.75283	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
TeOL2S	191	TeOL2S_L461.avi	68056	TeOL2S_R462.avi	58747	18.90444	2	1.74833	-512.45546	111.59262	-2757.28564	1.89595	1.24391	8.27466	0.36115	2806.72187	10.70744	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TeOL2S	213	TeOL2S_L461.avi	69070	TeOL2S_R462.avi	59761	19.18611	2	2.03000	-203.58667	269.28056	-4663.76282	2.24247	2.46853	23.17313	0.27092	4675.96441	3.89540	Chaetodontidae	Chaetodon	sp		1	AD	Passing			
TeOL2S	223	TeOL2S_L461.avi	69537	TeOL2S_R462.avi	60228	19.31583	2	2.15972	-382.83188	-342.62849	-1146.09457	0.68453	0.66876	1.49864	11.06684	1255.98061	24.35486	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
TeOL2S	243	TeOL2S_L461.avi	72968	TeOL2S_R462.avi	63659	20.26889	3	0.19500	1689.97128	-88.92907	-3707.92228	6.99095	1.63558	15.41263	0.00180	4075.85560	24.55041	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies A		
TeOL2S	251	TeOL2S_L461.avi	73966	TeOL2S_R462.avi	64657	20.54611	3	0.47222	-465.96699	-325.20370	-1468.58860	0.96221	0.82923	2.44282	0.50727	1574.68573	21.33275	Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TeOL2S	252	TeOL2S_L461.avi	74730	TeOL2S_R462.avi	65421	20.75833	3	0.68444	-813.13683	-261.38632	-1959.20324	1.90064	1.02068	4.34609	0.12479	2137.28605	23.65220	Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TeOL2S	253	TeOL2S_L461.avi	74730	TeOL2S_R462.avi	65421	20.75833	3	0.68444	-828.67723	-246.21566	-1939.08078	1.91154	0.99363	4.26208	0.80393	2123.05496	24.11900	Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TeOL2S	255	TeOL2S_L461.avi	74845	TeOL2S_R462.avi	65536	20.79028	3	0.71639	-2042.13293	339.66651	-4895.93528	11.09026	2.90238	26.67909	0.59771	5315.62437	22.87121	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies B		
TeOL2S	256	TeOL2S_L461.avi	74845	TeOL2S_R462.avi	65536	20.79028	3	0.71639	-2412.75325	142.75708	-4348.30950	11.64893	2.05931	21.27206	0.37335	4974.89229	29.05022	Scaridae		sp9		1	AD	Passing	School Multispecies B		
TeOL2S	257	TeOL2S_L461.avi	74845	TeOL2S_R462.avi	65536	20.79028	3	0.71639	-2006.38568	181.69221	-4323.93254	9.66438	2.12088	20.96057	4.16862	4770.21888	24.95527	Scaridae		sp9		1	AD	Passing	School Multispecies B		
TeOL2S	258	TeOL2S_L461.avi	74845	TeOL2S_R462.avi	65536	20.79028	3	0.71639	-2319.12831	120.31466	-4638.57858	11.96433	2.15314	24.16537	2.14737	5187.41197	26.57978	Scaridae		sp9		1	AD	Passing	School Multispecies B		
TeOL2S	259	TeOL2S_L461.avi	74845	TeOL2S_R462.avi	65536	20.79028	3	0.71639	-2286.88477	72.64914	-4461.69470	11.35493	2.00161	22.38668	0.79388	5014.16388	27.14132	Scaridae		sp9		1	AD	Passing	School Multispecies B		
TeOL2S	260	TeOL2S_L461.avi	74845	TeOL2S_R462.avi	65536	20.79028	3	0.71639	-2306.03981	75.00195	-4306.37981	11.04738	1.93546	20.87682	1.18054	4885.52474	28.17281	Scaridae		sp9		1	AD	Passing	School Multispecies B		
TeOL2S	261	TeOL2S_L461.avi	74845	TeOL2S_R462.avi	65536	20.79028	3	0.71639	-2411.03654	49.44747	-4273.54299	11.43837	1.89675	20.55442	4.26824	4907.00641	29.43097	Scaridae		sp9		1	AD	Passing	School Multispecies B		
TeOL2S	262	TeOL2S_L461.avi	74845	TeOL2S_R462.avi	65536	20.79028	3	0.71639	-2451.06290	172.12723	-4307.78235	11.70733	2.09872	20.86626	2.46232	4959.26667	29.67944	Scaridae		sp9		1	AD	Passing	School Multispecies B		
TeOL2S	263	TeOL2S_L461.avi	74845	TeOL2S_R462.avi	65536	20.79028	3	0.71639	-2404.88259	127.46074	-4686.67656	12.52872	2.19017	24.67889	1.30367	5269.21661	27.18157	Scaridae		sp9		1	AD	Passing	School Multispecies B		
TeOL2S	264	TeOL2S_L461.avi	74845	TeOL2S_R462.avi	65536	20.79028	3	0.71639	-2376.16322	18.47970	-4143.95612	10.92761	1.81970	19.33016	1.13635	4776.90962	29.82996	Scaridae		sp9		1	AD	Passing	School Multispecies B		
TeOL2S	265	TeOL2S_L461.avi	74845	TeOL2S_R462.avi	65536	20.79028	3	0.71639	-2336.44161	51.82531	-4048.67465	10.49682	1.79880	18.45224	1.39283	4674.76327	29.98938	Scaridae		sp9		1	AD	Passing	School Multispecies B		
TeOL2S	266	TeOL2S_L461.avi	74845	TeOL2S_R462.avi	65536	20.79028	3	0.71639	-2214.28374	208.41078	-4758.18221	11.70991	2.40824	25.34878	1.36458	5252.31240	25.02487	Scaridae		sp9		1	AD	Passing	School Multispecies B		
TeOL2S	267	TeOL2S_L461.avi	74920	TeOL2S_R462.avi	65611	20.81111	3	0.73722	-1804.89318	-22.96008	-3286.15093	6.63918	1.43679	12.21225	3.24378	3749.26053	28.78493	Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies B		
TeOL2S	268	TeOL2S_L461.avi	75014	TeOL2S_R462.avi	65705	20.83722	3	0.76333	-1689.99499	-31.79174	-3026.48231	5.73615	1.32551	10.36942	0.72390	3466.50962	29.19081	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies B		
TeOL2S	269	TeOL2S_L461.avi	75160	TeOL2S_R462.avi	65851	20.87778	3	0.80389	-1089.75173	-101.72229	-2174.61023	2.72957	0.97838	5.37412	8.21218	2434.50938	26.74698	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies C		
TeOL2S	271	TeOL2S_L461.avi	75174	TeOL2S_R462.avi	65865	20.88167	3	0.80778	-1025.98912	-68.86581	-2080.76299	2.47222	0.92153	4.92076	1.03309	2320.98487	26.32088	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing	School Multispecies C		
TeOL2S	272	TeOL2S_L461.avi	75259	TeOL2S_R462.avi	65950	20.90528	3	0.83139	-2037.63555	218.46927	-3557.17678	8.06271	1.81578	14.26181	1.05484	4105.26419	29.91470	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
TeOL2S	276	TeOL2S_L461.avi	75640	TeOL2S_R462.avi	66331	21.01111	3	0.93722	562.33987	-169.44852	-2275.85499	1.65425	1.05786	5.71598	0.06491	2350.41589	14.56338	Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
TeOL2S	277	TeOL2S_L461.avi	75981	TeOL2S_R462.avi	66672	21.10583	3	1.03194	1613.01545	-278.78005	-3185.68104	5.75157	1.67045	11.44166	1.95178	3581.63382	27.25071	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
TeOL2S	289	TeOL2S_L461.avi	76744	TeOL2S_R462.avi	67435	21.31778	3	1.24389	685.37499	-110.58051	-4174.57061	3.48767	1.83120	18.75996	2.00247	4231.90344	9.49670	Scaridae	Scarus	globiceps	37386018	1	AD	Passing	School Multispecies D		
TeOL2S	312	TeOL2S_L461.avi	77576	TeOL2S_R462.avi	68267	21.54889	3	1.47500	1651.25790	-273.09648	-3421.93010	6.31662	1.77689	13.17475	1.56891	3809.30964	26.11623	Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TeOL2S	313	TeOL2S_L461.avi	77647	TeOL2S_R462.avi	68338	21.56861	3	1.49472	2019.60080	-239.63311	-3356.17725	7.50157	1.68190	12.64813	0.02441	3924.30085	31.25311	Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
TeOL2S	315	TeOL2S_L461.avi	77783	TeOL2S_R462.avi	68474	21.60639	3	1.53250	-2113.87771	356.65783	-3719.82190	8.73159	2.25087	15.57020	0.21242	4293.33888	29.90456	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
TeOL2S	329	TeOL2S_L461.avi	78988	TeOL2S_R462.avi	69679	21.94111	3	1.86722	-1624.88590	407.09898	-5699.82197	10.21681	3.65382	35.41113	0.09291	5940.87151	16.30423	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
