OpCode	ImagePtPair	Index	Lx	Ly	Rx	Ry
MaIL2	99	1	130.29449	479.18089	98.33547	497.61092
MaIL2	100	0	100.79385	415.29010	83.58515	438.63481
MaIL2	100	1	35.64661	410.37543	20.89629	432.49147
MaIL2	101	0	653.93086	520.95563	583.86684	544.30034
MaIL2	102	0	1693.82843	556.58703	1777.41357	594.67577
MaIL2	102	1	1642.20230	552.90102	1714.72471	592.21843
MaIL2	103	0	1067.25992	381.72014	1179.45839	407.32082
MaIL2	103	1	1098.60435	385.40614	1212.64661	413.46416
MaIL2	104	0	1023.04097	449.15017	1069.23944	473.64846
MaIL2	104	1	1060.53137	455.29352	1106.11524	479.79181
MaIL2	105	0	1681.53649	552.90102	1741.76697	592.21843
MaIL2	105	1	1650.80666	543.07167	1701.20359	578.70307
MaIL2	106	0	533.46991	484.09556	583.86684	507.44027
MaIL2	107	0	497.82330	508.66894	518.71959	525.87031
MaIL2	107	1	451.11396	489.01024	472.01024	506.21160
MaIL2	108	0	634.16645	65.11945	470.86428	101.36519
MaIL2	108	1	655.67734	78.02048	483.15621	112.42321
MaIL2	109	0	457.25992	427.57679	480.61460	450.92150
MaIL2	109	1	515.03201	428.80546	532.24072	452.15017
MaIL2	110	0	600.27017	429.47782	553.12420	452.15017
MaIL2	110	1	644.52113	430.70648	602.29193	452.15017
MaIL2	111	0	248.91165	408.54949	81.12676	433.56314
MaIL2	111	1	323.27785	431.89420	163.48271	452.60751
MaIL2	112	0	376.13316	491.39249	435.74904	509.03413
MaIL2	112	1	336.79898	493.23549	398.87324	513.33447
MaIL2	113	0	347.86172	375.97270	299.92318	403.00341
MaIL2	113	1	432.67606	391.94539	390.88348	418.97611
MaIL2	114	0	1388.98848	573.78840	1482.40717	608.19113
MaIL2	115	0	1309.98976	371.32082	1425.54161	399.93515
MaIL2	116	0	513.80282	313.31058	586.32522	340.34130
MaIL2	117	0	901.33291	558.36519	889.09347	583.60751
MaIL2	117	1	965.25096	557.13652	949.32394	582.37884
MaIL2	118	0	178.23303	434.73720	121.69014	456.15017
MaIL2	118	1	248.91165	435.96587	180.69142	456.76451
MaIL2	119	0	511.34443	441.09215	645.32650	466.89420
MaIL2	120	0	381.04994	487.78157	506.42766	509.89761
MaIL2	121	0	1055.87708	513.58362	1032.52241	539.38567
MaIL2	121	1	1125.94110	513.58362	1095.21127	538.15700
MaIL2	122	0	1243.94366	509.89761	1239.02689	536.92833
MaIL2	122	1	1167.73367	502.52560	1165.27529	532.01365
MaIL2	123	0	467.09347	470.58020	360.15365	491.46758
MaIL2	123	1	363.84123	426.34812	269.19334	448.46416
MaIL2	124	0	1439.38540	481.63823	1492.24072	507.44027
MaIL2	125	0	276.56850	410.37543	365.07042	436.17747
MaIL2	126	0	47.93854	590.98976	90.96031	602.04778
MaIL2	127	0	1591.80538	624.16382	1295.69910	655.37884
MaIL2	127	1	1438.77081	625.69283	1142.04994	654.15017
MaIL2	128	0	446.19718	620.47782	104.48143	626.62116
MaIL2	128	1	532.24072	631.53584	156.10755	636.45051
MaIL2	129	0	1066.93982	586.07509	989.50064	614.33447
MaIL2	129	1	1141.92061	579.93174	1054.64789	609.41980
MaIL2	130	0	1888.04097	721.22867	1444.30218	767.91809
MaIL2	130	1	1776.18438	690.51195	1322.61204	723.68601
MaIL2	131	0	1287.96927	474.72014	1384.21895	506.23549
MaIL2	132	0	1069.39821	416.51877	1164.04609	442.32082
MaIL2	133	0	944.02049	552.90102	855.51857	576.24573
MaIL2	133	1	1033.75160	562.73038	939.10371	587.30375
MaIL2	134	0	205.27529	409.14676	137.66965	428.80546
MaIL2	134	1	270.42254	407.91809	191.75416	431.26280
MaIL2	135	0	1333.67478	771.60410	1261.15237	808.46416
MaIL2	135	1	1269.75672	733.51536	1197.23431	771.60410
MaIL2	136	0	1316.46607	743.34471	1264.83995	783.89078
MaIL2	136	1	1258.69398	705.25597	1202.15109	742.11604
MaIL2	137	0	1820.43534	706.48464	1522.97055	751.94539
MaIL2	137	1	1741.76697	652.42321	1443.07298	689.28328
MaIL2	138	0	1101.35723	613.10580	624.43022	629.07850
MaIL2	138	1	1229.19334	621.70648	743.66197	645.05119
MaIL2	139	0	972.29193	458.29352	655.16005	475.49488
MaIL2	139	1	904.68630	396.86007	567.88732	415.29010
MaIL2	140	0	1348.44814	628.08191	1427.01024	666.56655
MaIL2	141	0	1306.96287	609.65188	1411.33803	645.37201
MaIL2	142	0	690.80666	567.64505	816.18438	592.21843
MaIL2	143	0	881.46863	610.69625	966.73367	638.88737
MaIL2	144	0	762.09987	635.22184	803.89245	657.33788
MaIL2	145	0	471.16645	586.08874	470.33291	602.61775
MaIL2	145	1	518.18310	588.85324	512.12548	608.14676
MaIL2	146	0	618.28425	597.13311	692.03585	621.70648
MaIL2	147	0	474.46863	593.44710	587.55442	613.10580
MaIL2	148	0	1015.31370	690.51195	383.50832	697.88396
MaIL2	148	1	1155.44174	732.28669	491.67734	743.34471
MaIL2	149	0	741.20359	437.40614	528.55314	455.83618
MaIL2	149	1	805.12164	401.77474	575.26248	420.20478
MaIL2	150	0	1822.27913	562.79181	1512.52241	595.54949
MaIL2	150	1	1867.75928	562.79181	1544.48143	596.16382
MaIL2	151	0	1742.99616	643.82253	1554.92958	684.36860
MaIL2	151	1	1621.30602	625.39249	1424.63508	661.02389
MaIL2	152	0	401.78105	661.48123	352.01024	672.92491
MaIL2	152	1	466.62100	659.02389	404.86556	670.77474
MaIL2	153	0	251.98464	559.04437	279.02689	575.01706
MaIL2	153	1	312.21511	554.12969	333.11140	570.10239
MaIL2	154	0	286.40205	463.20819	336.79898	484.09556
MaIL2	154	1	231.08835	446.00683	283.94366	471.80887
MaIL2	155	0	1407.42638	903.07167	1004.25096	936.24573
MaIL2	155	1	1273.44430	921.50171	851.83099	952.21843
MaIL2	156	0	1407.57234	766.69625	1145.60819	802.32082
MaIL2	156	1	1479.48015	774.98976	1187.40077	812.15017
MaIL2	157	0	285.17286	285.05119	249.52625	318.22526
MaIL2	158	0	220.02561	524.64164	46.70935	538.15700
MaIL2	159	0	1183.71319	818.29352	436.36364	829.35154
MaIL2	160	0	1293.56850	479.75427	710.07810	497.51195
MaIL2	160	1	1232.10883	463.47440	638.17029	481.84642
MaIL2	161	0	253.21383	495.15358	59.00128	508.66894
MaIL2	162	0	1779.87196	898.15700	900.99872	943.61775
MaIL2	163	0	1213.14981	757.69625	612.66581	773.91809
MaIL2	163	1	1351.74136	744.18089	707.62100	765.62457
MaIL2	164	0	655.16005	661.02389	51.62612	659.79522
MaIL2	164	1	716.61972	684.36860	103.25224	686.82594
MaIL2	165	0	1199.69270	516.04096	1262.38156	543.07167
MaIL2	165	1	1250.08963	518.49829	1316.46607	549.21502
MaIL2	166	0	1181.25480	514.81229	1250.08963	545.52901
MaIL2	167	0	1467.94110	563.02389	1568.36748	597.41980
MaIL2	167	1	1520.38668	559.54266	1626.54930	595.57679
MaIL2	168	0	1048.50192	528.32765	1133.31626	559.04437
MaIL2	169	0	1073.08579	669.62457	1054.64789	697.88396
MaIL2	169	1	1129.62868	674.53925	1102.58643	705.25597
MaIL2	170	0	1663.09859	645.05119	1731.93342	689.28328
MaIL2	171	0	1054.64789	631.53584	1086.60691	661.02389
MaIL2	171	1	1006.70935	630.30717	1036.20999	652.42321
MaIL2	172	0	1164.04609	571.33106	1207.06786	602.04778
MaIL2	172	1	1117.33675	563.95904	1155.44174	593.44710
MaIL2	173	0	1199.69270	573.78840	1298.02817	606.96246
MaIL2	174	0	1361.94622	641.36519	1472.57362	678.22526
MaIL2	175	0	1200.18822	458.65529	1151.20230	484.63140
MaIL2	175	1	1127.87068	451.69283	1077.24584	477.25939
MaIL2	176	0	1682.76569	926.41638	94.64789	923.95904
MaIL2	177	0	126.81178	417.79181	181.34699	441.25939
MaIL2	178	0	186.83739	432.49147	228.62996	457.06485
MaIL2	178	1	244.60948	420.20478	285.17286	446.00683
MaIL2	179	0	360.15365	501.29693	355.23688	520.95563
MaIL2	179	1	435.13444	506.21160	431.44686	527.09898
MaIL2	180	0	158.56594	508.66894	158.56594	522.18430
MaIL2	180	1	251.98464	506.21160	244.60948	524.64164
MaIL2	181	0	215.77721	470.15017	178.59027	488.06485
MaIL2	181	1	263.92061	466.05461	215.05634	486.42662
MaIL2	182	0	112.47119	286.07167	85.42894	319.95563
MaIL2	182	1	177.41357	271.12287	139.71831	305.21160
MaIL2	183	0	523.63636	362.45734	383.50832	388.25939
MaIL2	183	1	426.53009	353.85666	287.63124	379.65870
MaIL2	184	0	119.23175	208.87372	2.45839	249.41980
MaIL2	184	1	197.90013	224.84642	61.45967	260.47782
MaIL2	185	0	905.56701	576.49485	946.39175	602.47423
MaIL2	185	1	969.89691	572.78351	1009.48454	601.23711
MaIL2	186	0	739.15237	532.93174	754.86044	557.17406
MaIL2	186	1	781.76440	524.12628	791.94110	550.82594
MaIL2	187	0	976.08247	608.65979	929.07216	630.92784
MaIL2	187	1	1019.38144	590.10309	967.42268	614.84536
MaIL2	188	0	1259.51546	681.39175	1247.06186	714.69072
MaIL2	188	1	1191.68041	677.26804	1177.78351	708.09278
MaIL2	189	0	745.97938	674.22680	745.97938	695.25773
MaIL2	189	1	821.44330	676.70103	822.68041	696.49485
MaIL2	190	0	1651.54639	687.83505	1701.03093	739.79381
MaIL2	190	1	1595.87629	680.41237	1640.41237	724.94845
MaIL2	191	0	1727.01031	647.01031	1708.45361	691.54639
MaIL2	191	1	1778.96907	665.56701	1759.17526	711.34021
MaIL2	192	0	446.59794	638.35052	415.67010	654.43299
MaIL2	192	1	373.60825	630.92784	352.57732	643.29897
MaIL2	193	0	1833.40206	666.80412	1856.90722	716.28866
MaIL2	193	1	1780.20619	661.85567	1796.28866	712.57732
MaIL2	194	0	1702.26804	658.14433	1590.92784	697.73196
MaIL2	194	1	1647.83505	633.40206	1530.30928	677.93814
MaIL2	195	0	1829.69072	664.32990	1793.81443	707.62887
MaIL2	195	1	1886.59794	689.07216	1840.82474	734.84536
MaIL2	196	0	1420.93814	537.55670	1450.59794	573.41237
MaIL2	196	1	1466.91753	539.41237	1500.49485	572.38144
MaIL2	197	0	1706.84536	557.18557	1663.83505	593.83505
MaIL2	197	1	1621.07216	555.94845	1572.49485	592.39175
MaIL2	198	0	1495.67010	701.44330	1251.95876	734.84536
MaIL2	198	1	1409.07216	690.30928	1155.46392	721.23711
MaIL2	199	0	1616.90722	896.90722	835.05155	930.30928
MaIL2	199	1	1686.18557	895.67010	858.55670	934.02062
MaIL2	200	0	1264.86598	744.07216	1060.59794	775.70103
MaIL2	200	1	1368.37113	707.78351	1145.13402	742.71134
MaIL2	201	0	1584.74227	1010.72165	905.56701	1052.78351
MaIL2	202	0	289.48454	486.18557	294.43299	505.97938
MaIL2	203	0	90.30928	501.03093	143.50515	518.35052
MaIL2	204	0	698.96907	541.85567	75.46392	549.27835
MaIL2	204	1	859.79381	559.17526	211.54639	566.59794
MaIL2	205	0	1565.17526	473.91753	1644.10309	502.89691
MaIL2	206	0	1715.46392	553.95876	1777.73196	587.84536
MaIL2	207	0	1437.52577	785.56701	385.97938	797.93814
MaIL2	208	0	1266.80412	595.05155	1391.75258	630.92784
MaIL2	209	0	1898.96907	695.25773	1902.68041	749.69072
MaIL2	209	1	1792.57732	685.36082	1793.81443	734.84536
MaIL2	210	0	523.29897	481.23711	200.41237	497.31959
MaIL2	211	0	1279.17526	556.70103	1371.95876	591.34021
MaIL2	212	0	434.22680	783.09278	90.30928	778.14433
MaIL2	212	1	571.54639	737.31959	231.34021	742.26804
MaIL2	213	0	656.90722	873.40206	127.42268	863.50515
MaIL2	213	1	831.34021	898.14433	259.79381	890.72165
MaIL2	214	0	1672.57732	847.42268	1250.72165	900.61856
MaIL2	215	0	1348.45361	1029.27835	957.52577	1068.86598
MaIL2	216	0	1736.90722	1004.53608	1321.23711	1070.10309
MaIL2	217	0	722.47423	685.36082	768.24742	708.86598
MaIL2	217	1	775.67010	681.64948	822.68041	703.91753
MaIL2	218	0	786.80412	760.82474	741.03093	779.38144
MaIL2	218	1	710.10309	765.77320	671.75258	781.85567
MaIL2	219	0	1837.11340	841.23711	1632.98969	899.38144
MaIL2	219	1	1749.27835	838.76289	1532.78351	895.67010
MaIL2	220	0	610.12371	679.67125	648.78351	700.90263
MaIL2	220	1	654.81443	656.45934	691.15464	675.35395
MaIL2	221	0	475.05155	801.64948	440.41237	806.59794
MaIL2	221	1	408.24742	801.64948	382.26804	807.83505
MaIL2	222	0	1738.14433	987.21649	1209.89691	1045.36082
MaIL2	222	1	1656.49485	992.16495	1088.65979	1044.12371
MaIL2	223	0	106.39175	789.27835	116.28866	785.56701
MaIL2	224	0	618.55670	1019.38144	288.24742	1010.72165
MaIL2	225	0	968.68041	888.04582	896.92784	915.86140
MaIL2	225	1	907.90722	901.75487	822.23711	924.74112
MaIL2	226	0	603.71134	838.76289	533.19588	852.37113
MaIL2	226	1	504.74227	836.28866	436.70103	842.47423
MaIL2	227	0	694.02062	878.35052	619.79381	891.95876
MaIL2	227	1	618.55670	885.77320	531.95876	889.48454
MaIL2	228	0	560.41237	898.14433	451.54639	899.38144
MaIL2	228	1	477.52577	900.61856	353.81443	900.61856
MaIL2	229	0	425.56701	858.55670	317.93814	856.08247
MaIL2	229	1	324.12371	857.31959	206.59794	851.13402
MaIL2	230	0	331.54639	742.26804	275.87629	747.21649
MaIL2	230	1	269.69072	769.48454	197.93814	769.48454
MaIL2	231	0	1510.51546	617.31959	1604.53608	660.61856
MaIL2	232	0	1290.30928	687.83505	1334.84536	724.94845
MaIL2	232	1	1229.69072	685.36082	1268.04124	718.76289
MaIL2	233	0	235.68041	460.11684	289.34021	481.06300
MaIL2	234	0	332.78351	630.92784	215.25773	642.06186
MaIL2	234	1	451.54639	621.03093	322.88660	634.63918
MaIL2	235	0	1423.91753	416.90722	1370.72165	445.36082
MaIL2	235	1	1496.90722	434.22680	1443.71134	460.20619
MaIL2	236	0	1474.12371	589.32990	1418.74227	625.26002
MaIL2	236	1	1391.54639	567.52005	1334.46392	599.08820
MaIL2	237	0	1727.01031	567.83505	1704.74227	602.47423
MaIL2	237	1	1780.20619	538.14433	1762.88660	571.54639
MaIL2	238	0	1880.41237	656.90722	1850.72165	705.15464
MaIL2	239	0	1365.77320	609.89691	1233.40206	642.06186
MaIL2	239	1	1459.79381	633.40206	1316.28866	661.85567
MaIL2	240	0	1039.17526	644.53608	849.89691	663.09278
MaIL2	240	1	1160.41237	647.01031	968.65979	674.22680
MaIL2	241	0	1524.12371	674.22680	1379.38144	712.57732
MaIL2	241	1	1621.85567	696.49485	1456.08247	739.79381
MaIL2	242	0	1244.53608	496.08247	1261.85567	523.29897
MaIL2	242	1	1204.94845	491.13402	1216.08247	522.06186
MaIL2	243	0	776.75870	371.53846	654.59784	396.92308
MaIL2	243	1	859.73589	378.46154	742.18487	401.53846
MaIL2	244	0	752.16495	743.50515	11.13402	739.79381
MaIL2	245	0	1071.34021	677.93814	835.05155	701.44330
MaIL2	246	0	515.87629	784.32990	63.09278	780.61856
MaIL2	247	0	1798.76289	742.26804	1734.43299	794.22680
MaIL2	247	1	1733.19588	739.79381	1668.86598	789.27835
MaIL2	248	0	960.40206	666.42955	843.60825	686.60023
MaIL2	248	1	1016.84536	666.11798	890.61856	690.96220
MaIL2	249	0	1912.57732	677.93814	1912.57732	731.13402
MaIL2	249	1	1843.29897	675.46392	1839.58763	728.65979
MaIL2	250	0	1907.62887	653.19588	1875.46392	701.44330
MaIL2	250	1	1821.03093	680.41237	1771.54639	729.89691
MaIL2	251	0	538.14433	654.43299	486.18557	666.80412
MaIL2	251	1	612.37113	668.04124	551.75258	681.64948
MaIL2	252	0	1910.10309	748.45361	1788.86598	807.83505
MaIL2	252	1	1778.96907	739.79381	1642.88660	786.80412
MaIL2	253	0	543.09278	653.19588	493.60825	668.04124
MaIL2	253	1	619.79381	656.90722	556.70103	675.46392
MaIL2	254	0	484.94845	705.15464	306.80412	706.39175
MaIL2	254	1	543.09278	710.10309	347.62887	717.52577
MaIL2	255	0	223.30928	562.96220	194.39175	575.75601
MaIL2	255	1	312.84536	569.34937	268.46392	582.76632
MaIL2	256	0	668.04124	613.60825	633.40206	634.63918
MaIL2	256	1	716.28866	614.84536	680.41237	635.87629
MaIL2	257	0	423.09278	486.18557	430.51546	505.97938
MaIL2	257	1	488.65979	475.05155	492.37113	494.84536
MaIL2	258	0	358.76289	559.17526	280.82474	569.07216
MaIL2	258	1	465.15464	549.27835	378.55670	562.88660
MaIL2	259	0	1003.29897	388.45361	974.84536	415.67010
MaIL2	259	1	1050.30928	388.45361	1010.72165	409.48454
MaIL2	260	0	1626.80412	613.60825	1522.88660	653.19588
MaIL2	260	1	1588.45361	616.08247	1464.74227	653.19588
MaIL2	261	0	1725.89691	580.06758	1703.15464	621.00802
MaIL2	261	1	1670.84536	561.99656	1632.02062	597.79611
MaIL2	262	0	611.13402	452.78351	486.18557	473.81443
MaIL2	262	1	523.29897	413.19588	403.29897	435.46392
MaIL2	263	0	1536.49485	724.94845	1252.81443	763.29897
MaIL2	263	1	1654.02062	689.07216	1380.61856	727.42268
MaIL2	264	0	1682.47423	499.79381	1714.63918	529.48454
MaIL2	265	0	1102.26804	533.19588	995.87629	556.70103
MaIL2	265	1	1035.46392	530.72165	942.68041	555.46392
MaIL2	266	0	1718.35052	507.21649	1584.74227	534.43299
MaIL2	266	1	1652.78351	494.84536	1511.75258	522.06186
MaIL2	267	0	793.09278	605.84651	635.59794	625.71592
MaIL2	267	1	719.02062	596.81100	557.96907	615.27835
