OpCode	ImagePtPair	Index	Lx	Ly	Rx	Ry
NOL3S	265	0	125.11897	400.42857	42.80386	417.86857
NOL3S	265	1	187.26688	397.96000	98.77814	418.89714
NOL3S	266	0	1170.77465	588.76451	1143.24712	619.77474
NOL3S	266	1	1117.91933	586.92150	1084.04097	612.19795
NOL3S	267	0	1193.04481	579.48464	1174.79129	606.73720
NOL3S	267	1	1254.70935	556.95904	1242.80666	581.54949
NOL3S	268	0	441.66238	378.05714	464.52090	399.72000
NOL3S	268	1	493.05788	378.36800	514.83601	401.42971
NOL3S	269	0	1376.53055	869.65714	1119.38264	908.21143
NOL3S	269	1	1462.75563	860.19429	1223.09968	904.30286
NOL3S	270	0	1355.07717	795.71429	1123.54019	832.60000
NOL3S	270	1	1455.91318	787.69143	1224.78778	824.57714
NOL3S	271	0	1393.55949	751.28000	1252.36334	788.57714
NOL3S	271	1	1314.74277	726.38857	1176.01608	759.36571
NOL3S	272	0	1417.46624	759.08571	1260.65595	793.64571
NOL3S	272	1	1474.26367	741.80571	1314.98392	775.13143
NOL3S	273	0	1087.26045	362.86286	1103.62058	386.36000
